decade,year,artists,name,genres,duration_ms,artist_song,release_date,valence,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,id
1920,1928,"Johannes Brahms, Vladimir Horowitz, Arturo Toscanini, NBC Symphony Orchestra","Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo",,975693,"Johannes Brahms, Vladimir Horowitz, Arturo Toscanini, NBC Symphony Orchestra - Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo",1928,0.0967,0.986,0.309,0.23600000000000002,0,0.8740000000000001,10,0.14400000000000002,-16.379,1,1,0.0345,106.22399999999999,0YiiDoNYTQBlR5G43Ok40A
1920,1928,"Johannes Brahms, Vladimir Horowitz, Arturo Toscanini, NBC Symphony Orchestra","Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo",,975693,"Johannes Brahms, Vladimir Horowitz, Arturo Toscanini, NBC Symphony Orchestra - Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo",1928,0.0967,0.986,0.309,0.23600000000000002,0,0.8740000000000001,10,0.14400000000000002,-16.379,1,0,0.0345,106.22399999999999,3hzPWQr2CRXvNB4JCMd2tQ
1920,1929,"Ludwig van Beethoven, Berliner Philharmoniker, Hans Pfitzner","Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": 2. Marcia funebre - Adagio assai",,905223,"Ludwig van Beethoven, Berliner Philharmoniker, Hans Pfitzner - Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": 2. Marcia funebre - Adagio assai",1929-01-01,0.0395,0.95,0.21899999999999997,0.0725,0,0.861,0,0.174,-20.866999999999997,0,0,0.0431,76.804,4yQ9tQ3MhJcguOYRIDaaIh
1920,1924,Raffaello Bellavista,"Rhapsody in Blue (Live at Pagliaccine Auditorium, Italy, 2010)",,898965,"Raffaello Bellavista - Rhapsody in Blue (Live at Pagliaccine Auditorium, Italy, 2010)",1924,0.0892,0.983,0.341,0.213,0,0.9109999999999999,9,0.14800000000000002,-15.634,1,0,0.0383,132.987,77ajhy7aD2iuV2sPojfLTZ
1920,1928,"Sergei Rachmaninoff, Vladimir Horowitz, New York Philharmonic, Eugene Ormandy","Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",,891373,"Sergei Rachmaninoff, Vladimir Horowitz, New York Philharmonic, Eugene Ormandy - Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",1928,0.102,0.968,0.377,0.21,0,0.9209999999999999,10,0.6890000000000001,-19.139,1,0,0.0366,96.24,2SPOwMPEXB4Jm1MKzDH8Wc
1920,1928,"Sergei Rachmaninoff, Vladimir Horowitz, New York Philharmonic, Eugene Ormandy","Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",,891373,"Sergei Rachmaninoff, Vladimir Horowitz, New York Philharmonic, Eugene Ormandy - Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",1928,0.102,0.968,0.377,0.21,0,0.9209999999999999,10,0.6890000000000001,-19.139,1,0,0.0366,96.24,7mqytyJkLxRlywbwSHFvic
1920,1929,"Richard Strauss, Orchestra Del Teatro Alla Scala, Milano",Till Eulenspiegel Op. 28,,870827,"Richard Strauss, Orchestra Del Teatro Alla Scala, Milano - Till Eulenspiegel Op. 28",1929,0.11699999999999999,0.98,0.302,0.159,0,0.737,5,0.342,-17.863,1,0,0.0483,115.39299999999999,5eiGcw2Zz6dIcaxphgQgih
1920,1921,"Sergei Rachmaninoff, James Levine, Berliner Philharmoniker","Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",,831667,"Sergei Rachmaninoff, James Levine, Berliner Philharmoniker - Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",1921,0.0594,0.982,0.27899999999999997,0.21100000000000002,0,0.878,10,0.665,-20.096,1,4,0.0366,80.954,4BJqT0PrAfrxzMOxytFOIz
1920,1921,"Sergei Rachmaninoff, James Levine, Berliner Philharmoniker","Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",,831667,"Sergei Rachmaninoff, James Levine, Berliner Philharmoniker - Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",1921,0.0594,0.982,0.27899999999999997,0.21100000000000002,0,0.878,10,0.665,-20.096,1,1,0.0366,80.954,1SCWBjhk5WmXPxhDduD3HM
1920,1926,"Frédéric Chopin, Arthur Rubinstein","Andante spianato et grande polonaise brillante in E-Flat Major, Op. 22",,830747,"Frédéric Chopin, Arthur Rubinstein - Andante spianato et grande polonaise brillante in E-Flat Major, Op. 22",1926,0.0625,0.985,0.39,0.11199999999999999,0,0.868,3,0.34700000000000003,-19.074,1,0,0.0354,79.531,6zIhzCkkRe5n5Eq3vsRdfx
