artists,decade,year,name,genres,duration_ms,artist_song,release_date,valence,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,id
Francisco Canaro,1920,1928,Pájaro Azul - Instrumental (Remasterizado),"tango, vintage tango",303493,Francisco Canaro - Pájaro Azul - Instrumental (Remasterizado),1928,0.3,0.986,0.613,0.187,0,0.804,1,0.111,-13.959000000000001,1,0,0.255,116.325,6sHTmkp6k8genhaEHK5NxF
Francisco Canaro,1920,1928,Corazón de Oro - Instrumental (Remasterizado),"tango, vintage tango",288493,Francisco Canaro - Corazón de Oro - Instrumental (Remasterizado),1928,0.496,0.993,0.501,0.285,0,0.9129999999999999,1,0.131,-14.341,1,0,0.415,172.305,4H3EcSBoedy0pNySHgdRqW
Francisco Canaro,1920,1928,Vieja Milonga - Instrumental (Remasterizado),"tango, vintage tango",226000,Francisco Canaro - Vieja Milonga - Instrumental (Remasterizado),1928,0.68,0.9940000000000001,0.8009999999999999,0.158,0,0.85,0,0.11699999999999999,-10.597000000000001,1,0,0.0854,117.141,18DgJv2wqsihfyQaUGZ58f
Francisco Canaro,1920,1929,Varoncito - Instrumental (Remasterizado),"tango, vintage tango",225280,Francisco Canaro - Varoncito - Instrumental (Remasterizado),1929,0.78,0.968,0.612,0.315,0,0.34299999999999997,2,0.10300000000000001,-5.7139999999999995,1,0,0.0775,114.139,6BgD8QlsB2icene3Vntt0n
Francisco Canaro,1920,1929,Labios de Coty - Instrumental (Remasterizado),"tango, vintage tango",219533,Francisco Canaro - Labios de Coty - Instrumental (Remasterizado),1929,0.485,0.951,0.4,0.486,0,0.696,5,0.214,-10.363,1,0,0.11900000000000001,140.762,2qtriREoWcaozHrnXP3lxt
Francisco Canaro,1920,1929,Rancho Embrujado - Instrumental (Remasterizado),"tango, vintage tango",218000,Francisco Canaro - Rancho Embrujado - Instrumental (Remasterizado),1929,0.652,0.991,0.684,0.261,0,0.7,7,0.276,-8.782,1,0,0.0727,115.77799999999999,5ju176L3QcAO49I19k1FYp
Francisco Canaro,1920,1928,Belcha - Instrumental (Remasterizado),"tango, vintage tango",215493,Francisco Canaro - Belcha - Instrumental (Remasterizado),1928,0.7979999999999999,0.992,0.7340000000000001,0.267,0,0.8,5,0.11599999999999999,-9.941,0,0,0.0498,118.056,3l9g5nSAqohFAk9uB9Ra60
Francisco Canaro,1920,1929,Oración - Instrumental (Remasterizado),"tango, vintage tango",214320,Francisco Canaro - Oración - Instrumental (Remasterizado),1929,0.62,0.9940000000000001,0.501,0.214,0,0.624,6,0.0959,-13.887,0,0,0.134,172.87599999999995,5AiHDa6JCVQuqfarnJOwAc
Francisco Canaro,1920,1929,Oración,"tango, vintage tango",214320,Francisco Canaro - Oración,1929,0.62,0.9940000000000001,0.501,0.214,0,0.624,6,0.0959,-13.887,0,0,0.134,172.87599999999995,4STNtzIwymrBS4tNwentwK
Francisco Canaro,1920,1929,Bells of Hawaii - Instrumental (Remasterizado),"tango, vintage tango",211507,Francisco Canaro - Bells of Hawaii - Instrumental (Remasterizado),1929,0.48,0.993,0.47600000000000003,0.128,0,0.9490000000000001,6,0.109,-18.377,1,0,0.0357,70.37100000000002,6QvJuI8Ah8fhNPzi7dIzwS
Francisco Canaro,1920,1929,Ultimo Adios - Instrumental (Remasterizado),"tango, vintage tango",211440,Francisco Canaro - Ultimo Adios - Instrumental (Remasterizado),1929,0.8240000000000001,0.9940000000000001,0.537,0.325,0,0.0389,4,0.15,-7.444,1,0,0.0774,118.65,5pVqtRRKG0mJjsaN90vd3I
Francisco Canaro,1920,1928,Pebeta elegante - Instrumental (Remasterizado),"tango, vintage tango",211000,Francisco Canaro - Pebeta elegante - Instrumental (Remasterizado),1928,0.893,0.987,0.871,0.325,0,0.613,9,0.486,-6.229,0,0,0.0716,116.20100000000001,0XmmcJRUsRG9ynnIF35Qi1
Francisco Canaro,1920,1928,Gimiendo - Instrumental (Remasterizado),"tango, vintage tango",210507,Francisco Canaro - Gimiendo - Instrumental (Remasterizado),1928,0.6409999999999999,0.995,0.631,0.13699999999999998,0,0.868,4,0.121,-13.081,1,0,0.0598,113.49600000000001,5P83fT0O6Dvo6jO8AnrAwU
Francisco Canaro,1920,1929,La Carta del Adiós - Remasterizado,"tango, vintage tango",207493,Francisco Canaro - La Carta del Adiós - Remasterizado,1929,0.406,0.9940000000000001,0.384,0.253,0,0.872,8,0.142,-9.836,1,0,0.0661,65.544,2iAugsbPIvFev5BLYgDcVH
Francisco Canaro,1920,1929,Rogando en Vano - Instrumental (Remasterizado),"tango, vintage tango",206520,Francisco Canaro - Rogando en Vano - Instrumental (Remasterizado),1929,0.9570000000000001,0.995,0.7609999999999999,0.204,0,0.9179999999999999,9,0.14300000000000002,-11.28,1,0,0.0809,124.20100000000001,6WuW8kJlg3Vrjws4YdMqpR
Francisco Canaro,1920,1928,Senda Florida - Instrumental (Remasterizado),"tango, vintage tango",206000,Francisco Canaro - Senda Florida - Instrumental (Remasterizado),1928,0.649,0.992,0.602,0.287,0,0.0173,11,0.113,-10.333,0,0,0.175,112.98,3rvey7ALtP4txzz1uoCkT2
Francisco Canaro,1920,1929,Malacara - Instrumental (Remasterizado),"tango, vintage tango",204493,Francisco Canaro - Malacara - Instrumental (Remasterizado),1929,0.7979999999999999,0.995,0.564,0.22,0,0.861,0,0.111,-13.47,1,0,0.11699999999999999,171.601,0ULiIKUugxTjrYK4vN8jzG
Francisco Canaro,1920,1929,El Triunfo de la Milonga - Instrumental (Remasterizado),"tango, vintage tango",204147,Francisco Canaro - El Triunfo de la Milonga - Instrumental (Remasterizado),1929,0.58,0.993,0.79,0.0932,0,0.309,3,0.11699999999999999,-16.352999999999998,1,0,0.0722,127.64200000000001,6yoEEnEZrchsG8AwLphUKy
Francisco Canaro,1920,1929,Aquella Canción - Instrumental (Remasterizado),"tango, vintage tango",204093,Francisco Canaro - Aquella Canción - Instrumental (Remasterizado),1929,0.789,0.9940000000000001,0.626,0.239,0,0.787,3,0.262,-14.514000000000001,1,0,0.183,118.241,5r9Pp1gIYuzr9PXn5MtZLO
Francisco Canaro,1920,1929,Felicia - Instrumental (Remasterizado),"tango, vintage tango",204080,Francisco Canaro - Felicia - Instrumental (Remasterizado),1929,0.6809999999999999,0.9940000000000001,0.792,0.187,0,0.885,2,0.19899999999999998,-17.188,1,0,0.261,117.64399999999999,0oVSyRQdM1DQtuTZRrzHTj
Francisco Canaro,1920,1924,Sobin Blue - Remasterizado,"tango, vintage tango",204053,Francisco Canaro - Sobin Blue - Remasterizado,1924,0.327,0.996,0.424,0.309,0,0.946,5,0.175,-16.927,1,0,0.0591,127.24,2xDnVQfki042lphxbxDylR
Francisco Canaro,1920,1929,Me Duele el Alma - Instrumental (Remasterizado),"tango, vintage tango",203000,Francisco Canaro - Me Duele el Alma - Instrumental (Remasterizado),1929,0.684,0.993,0.441,0.364,0,0.83,4,0.48100000000000004,-10.324000000000002,0,0,0.16399999999999998,177.054,3gY17sOdDU0xorsFWg5mHS
Francisco Canaro,1920,1928,Mis Besos - Instrumental (Remasterizado),"tango, vintage tango",202493,Francisco Canaro - Mis Besos - Instrumental (Remasterizado),1928,0.758,0.995,0.8240000000000001,0.188,0,0.617,4,0.10800000000000001,-17.042,1,0,0.11900000000000001,115.36399999999999,6AumGDetvv4IJhXPPe9ZWu
Francisco Canaro,1920,1928,Sueño Florido - Instrumental (Remasterizado),"tango, vintage tango",202493,Francisco Canaro - Sueño Florido - Instrumental (Remasterizado),1928,0.594,0.995,0.6890000000000001,0.175,0,0.166,4,0.12300000000000001,-13.950999999999999,1,0,0.115,111.23700000000001,0SOEHh2qo9OqbX8jq49Lux
Francisco Canaro,1920,1928,Que le importa - Instrumental (Remasterizado),"tango, vintage tango",201853,Francisco Canaro - Que le importa - Instrumental (Remasterizado),1928,0.792,0.995,0.794,0.20199999999999999,0,0.813,4,0.12,-12.398,1,0,0.13,116.083,2IgvrAnRPvw6Ockvws3yqm
Francisco Canaro,1920,1929,Misa de Once - Remasterizado,"tango, vintage tango",201507,Francisco Canaro - Misa de Once - Remasterizado,1929,0.7140000000000001,0.9940000000000001,0.688,0.225,0,0.34299999999999997,9,0.188,-9.992,1,0,0.106,115.042,7x9XVySn2GDXUqGOPuKijm
Francisco Canaro,1920,1929,La Pulpera de Santa Lucía - Instrumental (Remasterizado),"tango, vintage tango",201107,Francisco Canaro - La Pulpera de Santa Lucía - Instrumental (Remasterizado),1929,0.637,0.992,0.5710000000000001,0.231,0,0.9279999999999999,2,0.114,-14.985999999999999,1,0,0.22,176.53799999999995,660zHOOE883nDAeUCgSlmR
Francisco Canaro,1920,1928,Il Picolo Navio - Instrumental (Remasterizado),"tango, vintage tango",201013,Francisco Canaro - Il Picolo Navio - Instrumental (Remasterizado),1928,0.588,0.992,0.875,0.231,0,0.326,8,0.114,-13.735999999999999,1,0,0.33899999999999997,110.432,2FgIrBdVoiWt7SopBLHdWL
Francisco Canaro,1920,1928,Berretines Milongueros - Instrumental (Remasterizado),"tango, vintage tango",201000,Francisco Canaro - Berretines Milongueros - Instrumental (Remasterizado),1928,0.89,0.992,0.862,0.314,0,0.111,5,0.109,-10.307,0,0,0.213,111.546,599SU3YUS014nQDXHSrvS2
Francisco Canaro,1920,1929,El triunfo - Instrumental (Remasterizado),"tango, vintage tango",200507,Francisco Canaro - El triunfo - Instrumental (Remasterizado),1929,0.713,0.983,0.685,0.152,0,0.10300000000000001,9,0.0892,-10.136000000000001,1,0,0.0847,117.035,35hHM7SfmjKZjZ8pITRrhP
Francisco Canaro,1920,1928,Che Bouhier - Instrumental (Remasterizado),"tango, vintage tango",200213,Francisco Canaro - Che Bouhier - Instrumental (Remasterizado),1928,0.7809999999999999,0.9940000000000001,0.8540000000000001,0.151,0,0.371,4,0.159,-11.163,0,0,0.13699999999999998,110.331,6aNewFey3lEHDerGgy3rYN
Francisco Canaro,1920,1928,El Rasgueo - Instrumental (Remasterizado),"tango, vintage tango",200000,Francisco Canaro - El Rasgueo - Instrumental (Remasterizado),1928,0.696,0.993,0.763,0.28800000000000003,0,0.47,9,0.301,-6.653,1,0,0.0923,116.01299999999999,0xfnv8Naho6uEPYSHUybNn
Francisco Canaro,1920,1924,La Cabeza del Italiano - Remasterizado,"tango, vintage tango",199667,Francisco Canaro - La Cabeza del Italiano - Remasterizado,1924,0.397,0.996,0.601,0.177,0,0.941,8,0.265,-17.316,0,0,0.0701,72.738,0BWjkLpY5E5DWWbwtsZtEG
Francisco Canaro,1920,1928,El Pañuelito - Instrumental (Remasterizado),"tango, vintage tango",199507,Francisco Canaro - El Pañuelito - Instrumental (Remasterizado),1928,0.532,0.9940000000000001,0.758,0.20199999999999999,0,0.23600000000000002,3,0.111,-12.431,0,0,0.174,109.18799999999999,2odQ4c1GEDkkq8UmmFaX1w
Francisco Canaro,1920,1929,Renee - Instrumental (Remasterizado),"tango, vintage tango",199507,Francisco Canaro - Renee - Instrumental (Remasterizado),1929,0.54,0.992,0.535,0.11900000000000001,0,0.41100000000000003,9,0.22699999999999998,-16.915,1,0,0.0869,80.04,3t6f6Ow8d7vM3eQJdmO4Lm
Francisco Canaro,1920,1928,Corazón De Oro - Instrumental (Remasterizado),"tango, vintage tango",199493,Francisco Canaro - Corazón De Oro - Instrumental (Remasterizado),1928,0.622,0.9940000000000001,0.57,0.23399999999999999,0,0.182,9,0.11900000000000001,-12.349,0,0,0.191,77.937,16AuKA3twtAmYijpF3Wf1l
Francisco Canaro,1920,1929,Amorcito - Instrumental (Remasterizado),"tango, vintage tango",199080,Francisco Canaro - Amorcito - Instrumental (Remasterizado),1929,0.799,0.924,0.813,0.335,0,0.00915,9,0.0821,-10.275,0,0,0.11199999999999999,118.236,1I4qI4PW47Bcv3U98hLd1q
Francisco Canaro,1920,1929,Suspiros - Instrumental (Remasterizado),"tango, vintage tango",197973,Francisco Canaro - Suspiros - Instrumental (Remasterizado),1929,0.728,0.995,0.581,0.256,0,0.8590000000000001,9,0.171,-9.642999999999999,1,0,0.0539,118.03399999999999,6l9WxPIQ6OlQmH4eqWbSvC
Francisco Canaro,1920,1929,Suspiros,"tango, vintage tango",197973,Francisco Canaro - Suspiros,1929,0.728,0.995,0.581,0.256,0,0.8590000000000001,9,0.171,-9.642999999999999,1,0,0.0539,118.03399999999999,22exfbbxir1dKx2rOvycsq
Francisco Canaro,1920,1929,Carmen - Instrumental (Remasterizado),"tango, vintage tango",197787,Francisco Canaro - Carmen - Instrumental (Remasterizado),1929,0.617,0.992,0.41600000000000004,0.379,0,0.11900000000000001,2,0.647,-7.6770000000000005,1,0,0.0482,69.827,4T4agKqqSu05RmviHzdL1P
Francisco Canaro,1920,1926,Beso Ingrato - Remasterizado,"tango, vintage tango",197653,Francisco Canaro - Beso Ingrato - Remasterizado,1926,0.386,0.996,0.446,0.27,0,0.958,5,0.348,-12.509,1,0,0.0589,120.965,1VOC8dxLik8PX5VXEznx6a
Francisco Canaro,1920,1929,Sueño Chino - Instrumental (Remasterizado),"tango, vintage tango",197613,Francisco Canaro - Sueño Chino - Instrumental (Remasterizado),1929,0.848,0.99,0.872,0.409,0,0.6779999999999999,2,0.109,-6.876,1,0,0.0835,92.529,1V1b8X2aC5vVTvkFNi9A9T
Francisco Canaro,1920,1929,La Mazorquera de Montserrat - Instrumental (Remasterizado),"tango, vintage tango",196733,Francisco Canaro - La Mazorquera de Montserrat - Instrumental (Remasterizado),1929,0.884,0.986,0.679,0.413,0,0.9159999999999999,5,0.0686,-6.403,1,0,0.0639,120.368,2XaBXyrC00vFdQ7i5fd8K6
Francisco Canaro,1920,1929,Canta el Zorzal - Instrumental (Remasterizado),"tango, vintage tango",196573,Francisco Canaro - Canta el Zorzal - Instrumental (Remasterizado),1929,0.6759999999999999,0.981,0.733,0.21,0,0.0282,11,0.14800000000000002,-15.102,0,0,0.11599999999999999,119.62700000000001,2xSmI6LUXjnieOzAytF61p
Francisco Canaro,1920,1929,Arañazo - Instrumental (Remasterizado),"tango, vintage tango",196533,Francisco Canaro - Arañazo - Instrumental (Remasterizado),1929,0.833,0.993,0.7440000000000001,0.32299999999999995,0,0.855,6,0.158,-9.965,1,0,0.0834,119.024,4dmqvgEDH8uiY0aHEFwPvD
Francisco Canaro,1920,1929,Chique - Instrumental (Remasterizado),"tango, vintage tango",196493,Francisco Canaro - Chique - Instrumental (Remasterizado),1929,0.529,0.9790000000000001,0.6920000000000001,0.272,0,0.16899999999999998,7,0.361,-8.737,0,0,0.17300000000000001,117.146,6JjWKOdVaeigIs19ZFIl8E
Francisco Canaro,1920,1929,El Entrerriano - Instrumental (Remasterizado),"tango, vintage tango",196013,Francisco Canaro - El Entrerriano - Instrumental (Remasterizado),1929,0.804,0.9740000000000001,0.838,0.505,0,0.769,7,0.0942,-5.436,1,0,0.135,122.139,3tGqzF6nsMw7NZQgcD9zlr
Francisco Canaro,1920,1927,Pájaros de Fuego - Instrumental (Remasterizado),"tango, vintage tango",195013,Francisco Canaro - Pájaros de Fuego - Instrumental (Remasterizado),1927,0.627,0.995,0.735,0.0499,0,0.674,7,0.11,-23.049,1,0,0.305,110.084,4fFzWSYKJacbJwnPElOoHA
Francisco Canaro,1920,1929,Soy un Arlequin - Instrumental (Remasterizado),"tango, vintage tango",194907,Francisco Canaro - Soy un Arlequin - Instrumental (Remasterizado),1929,0.795,0.983,0.6970000000000001,0.272,0,0.332,4,0.0978,-6.132999999999999,1,0,0.0455,118.514,6Tjy3PjTkX0EWrN47x1wip
Francisco Canaro,1920,1926,Calandria - Remasterizado,"tango, vintage tango",194413,Francisco Canaro - Calandria - Remasterizado,1926,0.62,0.996,0.5489999999999999,0.32,0,0.907,11,0.128,-17.320999999999998,1,0,0.203,112.07799999999999,0a2KERiFNrgKiJCvtrviRX
Francisco Canaro,1920,1928,La Cabeza del Italiano - Instrumental (Remasterizado),"tango, vintage tango",194413,Francisco Canaro - La Cabeza del Italiano - Instrumental (Remasterizado),1928,0.866,0.991,0.8079999999999999,0.215,0,0.524,9,0.0906,-12.205,1,0,0.0851,110.89399999999999,6p5vkrnb0SdBxqHXNPn8Zs
Francisco Canaro,1920,1928,Inesita - Instrumental (Remasterizado),"tango, vintage tango",193813,Francisco Canaro - Inesita - Instrumental (Remasterizado),1928,0.789,0.995,0.45799999999999996,0.166,0,0.551,7,0.188,-12.578,1,0,0.127,184.25400000000002,1uAaPSsQ3nMACX6jBA1rFR
Francisco Canaro,1920,1929,Campanadas de la Aldea - Instrumental (Remasterizado),"tango, vintage tango",193507,Francisco Canaro - Campanadas de la Aldea - Instrumental (Remasterizado),1929,0.503,0.986,0.552,0.128,0,0.8109999999999999,0,0.111,-15.405,0,0,0.14,122.285,4taiyWsCM3XfZV6OgssPKu
Francisco Canaro,1920,1927,Lunes - Instrumental (Remasterizado),"tango, vintage tango",193413,Francisco Canaro - Lunes - Instrumental (Remasterizado),1927,0.585,0.985,0.909,0.244,0,0.0538,6,0.11800000000000001,-7.472,1,0,0.0536,111.015,2SXR9vYA7yDfVw3KPLpB6c
Francisco Canaro,1920,1924,Reflejos - Remasterizado,"tango, vintage tango",193267,Francisco Canaro - Reflejos - Remasterizado,1924,0.5720000000000001,0.995,0.33399999999999996,0.311,0,0.97,6,0.147,-15.860999999999999,1,0,0.0748,168.437,53S2MU9AZtdPhAmAtxYdAf
Francisco Canaro,1920,1927,Saturnia - Instrumental (Remasterizado),"tango, vintage tango",192680,Francisco Canaro - Saturnia - Instrumental (Remasterizado),1927,0.67,0.995,0.502,0.27399999999999997,0,0.914,8,0.111,-15.308,1,0,0.114,72.634,1Q0uAXvrarrG8UHrs4LRGD
Francisco Canaro,1920,1928,Culpas Ajenas - Instrumental (Remasterizado),"tango, vintage tango",192493,Francisco Canaro - Culpas Ajenas - Instrumental (Remasterizado),1928,0.562,0.996,0.809,0.0954,0,0.682,1,0.159,-13.508,1,0,0.23,120.81,1Pl6D85hR4qngck7Lxlgya
Francisco Canaro,1920,1928,Vibraciones Del Alma - Instrumental (Remasterizado),"tango, vintage tango",192493,Francisco Canaro - Vibraciones Del Alma - Instrumental (Remasterizado),1928,0.7090000000000001,0.993,0.48200000000000004,0.2,0,7.979999999999999e-05,4,0.113,-13.013,0,0,0.0964,174.372,3G0cASNFVm3GaFNEG95jyy
Francisco Canaro,1920,1929,Algún día - Instrumental (Remasterizado),"tango, vintage tango",191493,Francisco Canaro - Algún día - Instrumental (Remasterizado),1929,0.7170000000000001,0.9940000000000001,0.521,0.161,0,0.873,10,0.19399999999999998,-10.172,1,0,0.0868,165.015,49TooE88ykEv6gALCDP2GN
Francisco Canaro,1920,1926,Intimas - Remasterizado,"tango, vintage tango",191253,Francisco Canaro - Intimas - Remasterizado,1926,0.705,0.995,0.706,0.201,0,0.9540000000000001,2,0.0759,-12.774000000000001,1,0,0.0586,114.0,3MATEaQIAKXsq73ymdzs17
Francisco Canaro,1920,1924,Padre Nuestro - Remasterizado,"tango, vintage tango",191147,Francisco Canaro - Padre Nuestro - Remasterizado,1924,0.322,0.996,0.48700000000000004,0.0849,0,0.818,8,0.121,-17.366,1,0,0.0969,132.86,22Zf2FtRJhCKdnCoshU53T
Francisco Canaro,1920,1927,Los Muchachos - Instrumental (Remasterizado),"tango, vintage tango",191120,Francisco Canaro - Los Muchachos - Instrumental (Remasterizado),1927,0.858,0.995,0.847,0.225,0,0.626,0,0.126,-12.448,1,0,0.134,113.45,6lyNH1sImuDNVkeQtwzY82
Francisco Canaro,1920,1928,Puro Espamento - Instrumental (Remasterizado),"tango, vintage tango",191000,Francisco Canaro - Puro Espamento - Instrumental (Remasterizado),1928,0.728,0.9940000000000001,0.8009999999999999,0.0271,0,0.52,7,0.125,-23.651,1,0,0.17600000000000002,114.12,4zayY4azDyVnlMAoHNlQzU
Francisco Canaro,1920,1927,No me Escribas - Instrumental (Remasterizado),"tango, vintage tango",190813,Francisco Canaro - No me Escribas - Instrumental (Remasterizado),1927,0.5429999999999999,0.9940000000000001,0.774,0.0726,0,0.919,5,0.109,-21.191999999999997,0,0,0.125,112.319,2OaR1gpNthrzwgW7fT1XpR
Francisco Canaro,1920,1926,Viejo Rincón - Remasterizado,"tango, vintage tango",190627,Francisco Canaro - Viejo Rincón - Remasterizado,1926,0.779,0.995,0.447,0.386,0,0.9229999999999999,2,0.392,-12.901,1,0,0.0446,114.87799999999999,7r32yINOKUnd15dX2PIitC
Francisco Canaro,1920,1929,Angela Mia - Instrumental (Remasterizado),"tango, vintage tango",190627,Francisco Canaro - Angela Mia - Instrumental (Remasterizado),1929,0.861,0.995,0.376,0.253,0,0.868,3,0.179,-12.289000000000001,1,0,0.0597,207.84599999999998,45kfAqeMUjFUNt2AfysY83
Francisco Canaro,1920,1929,El Albaicin - Instrumental (Remasterizado),"tango, vintage tango",190493,Francisco Canaro - El Albaicin - Instrumental (Remasterizado),1929,0.904,0.9940000000000001,0.585,0.2,0,0.7859999999999999,2,0.109,-18.999000000000002,1,0,0.044000000000000004,122.734,6jvZ8EV4QNq5n2HTuH3fWc
Francisco Canaro,1920,1927,La Tablada - Instrumental (Remasterizado),"tango, vintage tango",190467,Francisco Canaro - La Tablada - Instrumental (Remasterizado),1927,0.586,0.995,0.77,0.109,0,0.875,1,0.109,-26.785999999999998,1,0,0.204,113.97200000000001,1AvJLTJFpojn0WJMPJAZqW
Francisco Canaro,1920,1926,Ladrillo - Remasterizado,"tango, vintage tango",190253,Francisco Canaro - Ladrillo - Remasterizado,1926,0.873,0.996,0.7240000000000001,0.33399999999999996,0,0.9309999999999999,0,0.342,-11.469000000000001,1,0,0.0748,115.055,4yAxNzN8ruBimQjxUF8x63
Francisco Canaro,1920,1929,Marianito - Instrumental (Remasterizado),"tango, vintage tango",190000,Francisco Canaro - Marianito - Instrumental (Remasterizado),1929,0.591,0.9940000000000001,0.8170000000000001,0.115,0,0.484,2,0.0972,-13.704,1,0,0.155,122.74799999999999,5oDKOeVSn0etUbl9bA39kf
Francisco Canaro,1920,1927,Justicia Criolla - Instrumental (Remasterizado),"tango, vintage tango",189813,Francisco Canaro - Justicia Criolla - Instrumental (Remasterizado),1927,0.8220000000000001,0.992,0.792,0.156,0,0.139,9,0.125,-12.635,0,0,0.109,113.212,40R42q9dQJ77tMbXiv9S2Q
Francisco Canaro,1920,1927,Caferata - Instrumental (Remasterizado),"tango, vintage tango",189800,Francisco Canaro - Caferata - Instrumental (Remasterizado),1927,0.7120000000000001,0.993,0.738,0.272,0,0.275,2,0.114,-7.619,1,0,0.205,111.421,1ZkKpatfgLqJwcf9g1WAtx
Francisco Canaro,1920,1926,Happiness - Remasterizado,"tango, vintage tango",189707,Francisco Canaro - Happiness - Remasterizado,1926,0.348,0.996,0.28,0.18100000000000002,0,0.8270000000000001,3,0.183,-18.475,1,0,0.0494,69.741,1GqaJxlVPJ1837KDuRmFK0
Francisco Canaro,1920,1924,Yo Tuve un Cariño - Remasterizado,"tango, vintage tango",189547,Francisco Canaro - Yo Tuve un Cariño - Remasterizado,1924,0.44299999999999995,0.995,0.456,0.11599999999999999,0,0.9540000000000001,8,0.146,-17.128,1,0,0.1,132.705,4GCADzGgIy4ywHIWCKkWNM
Francisco Canaro,1920,1927,Canaro - Instrumental (Remasterizado),"tango, vintage tango",189507,Francisco Canaro - Canaro - Instrumental (Remasterizado),1927,0.809,0.9940000000000001,0.82,0.168,0,0.677,5,0.11199999999999999,-13.262,1,0,0.10400000000000001,113.322,4VI9t56ScxjOXQehcamFqh
Francisco Canaro,1920,1929,El Barbijo - Remasterizado,"tango, vintage tango",189493,Francisco Canaro - El Barbijo - Remasterizado,1929,0.669,0.9890000000000001,0.7559999999999999,0.28300000000000003,0,0.0186,6,0.115,-8.7,0,0,0.16899999999999998,117.846,70bCAFrKwDpBfzAp6hbhAa
Francisco Canaro,1920,1928,Eterna Herida - Instrumental (Remasterizado),"tango, vintage tango",189413,Francisco Canaro - Eterna Herida - Instrumental (Remasterizado),1928,0.628,0.995,0.628,0.11599999999999999,0,0.142,4,0.11900000000000001,-13.205,1,0,0.077,113.705,29WamHR2bQ2mTKLZKzKqgd
Francisco Canaro,1920,1924,Recuerdo de París - Remasterizado,"tango, vintage tango",189133,Francisco Canaro - Recuerdo de París - Remasterizado,1924,0.6809999999999999,0.996,0.4320000000000001,0.257,0,0.927,1,0.23600000000000002,-10.682,1,0,0.0805,71.063,29qeRLMn8dC8namrmZzvpv
Francisco Canaro,1920,1929,La Eterna Milonga - Instrumental (Remasterizado),"tango, vintage tango",189000,Francisco Canaro - La Eterna Milonga - Instrumental (Remasterizado),1929,0.621,0.993,0.755,0.152,0,0.748,9,0.177,-10.873,1,0,0.0583,117.035,5IwDFKm5a0umVFObJqTElp
Francisco Canaro,1920,1926,Páginas de Amor - Instrumental (Remasterizado 2018),"tango, vintage tango",189000,Francisco Canaro - Páginas de Amor - Instrumental (Remasterizado 2018),1926,0.654,0.992,0.4920000000000001,0.22899999999999998,0,0.907,9,0.111,-16.663,1,0,0.209,113.065,45M3tivh0iIravY0ESUB9O
Francisco Canaro,1920,1927,Zorro Gris - Instrumental (Remasterizado),"tango, vintage tango",188907,Francisco Canaro - Zorro Gris - Instrumental (Remasterizado),1927,0.7929999999999999,0.986,0.779,0.382,0,0.9079999999999999,6,0.161,-12.455,0,0,0.0818,114.259,7pH3hC1nzrNFXFA9mnv8IZ
Francisco Canaro,1920,1927,Madrecita Yo Me Muero - Instrumental (Remasterizado),"tango, vintage tango",188613,Francisco Canaro - Madrecita Yo Me Muero - Instrumental (Remasterizado),1927,0.625,0.992,0.759,0.0973,0,0.78,5,0.113,-18.557000000000002,1,0,0.0883,114.22200000000001,2i8YuZfnmpymp5LfBcmNGg
Francisco Canaro,1920,1927,Compañero - Instrumental (Remasterizado),"tango, vintage tango",188587,Francisco Canaro - Compañero - Instrumental (Remasterizado),1927,0.359,0.9890000000000001,0.578,0.301,0,0.0183,6,0.131,-23.892,1,0,0.0487,109.396,6rEpiPBHygvhd6lh35sTsB
Francisco Canaro,1920,1929,Ratoncito - Instrumental (Remasterizado),"tango, vintage tango",188507,Francisco Canaro - Ratoncito - Instrumental (Remasterizado),1929,0.605,0.9940000000000001,0.735,0.14300000000000002,0,0.851,5,0.21600000000000005,-11.539000000000001,1,0,0.0521,113.94200000000001,3PQORQaYgn58W4MsCe8IAm
Francisco Canaro,1920,1927,Langosta - Instrumental (Remasterizado),"tango, vintage tango",188400,Francisco Canaro - Langosta - Instrumental (Remasterizado),1927,0.861,0.995,0.836,0.163,0,0.8759999999999999,7,0.107,-13.978,1,0,0.13699999999999998,115.29799999999999,70mfKtOnsPwS9xJn3CpZUa
Francisco Canaro,1920,1924,El Borracho - Remasterizado,"tango, vintage tango",188400,Francisco Canaro - El Borracho - Remasterizado,1924,0.647,0.996,0.3,0.369,0,0.948,3,0.324,-13.854000000000001,1,0,0.0598,71.88,1uyUvOCTgWNn1cnQBclT5B
Francisco Canaro,1920,1924,Arabian Smiles - Remasterizado,"tango, vintage tango",188347,Francisco Canaro - Arabian Smiles - Remasterizado,1924,0.507,0.995,0.397,0.33399999999999996,0,0.978,4,0.215,-16.767,1,0,0.0706,136.523,2FcDRcHSSqtYjFnD5FUJOP
Francisco Canaro,1920,1924,La Sulamita - Remasterizado,"tango, vintage tango",188147,Francisco Canaro - La Sulamita - Remasterizado,1924,0.71,0.996,0.425,0.652,0,0.843,10,0.715,-12.107999999999999,0,0,0.0707,176.25599999999997,0V29uZ25OVqdQeB7uOeUv3
