acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
87.4,9.95,14.6,91.8,10.7,29.756358,3.36,33.0814793,3.99
97.3,9.49,10.9,86.6,11.9,30.5458487,3.72,35.2468658,6.78
56.8,33.5,60.4,8.54,64.1,21.3162493,5.33,63.2491262,66.1
41.8,47.3,63,0.0147,31.4,19.3748787,3.84,65.4639067,90.1
50,45.3,85.6,2.04,71.2,17.8153109,21.3,67.9172858,50.7
58.7,57.8,53,72.6,10.5,18.9833689,3.56,53.7014169,95.1
29.5,59.3,73.4,0,75,19.9508186,3.53,59.823772,82.8
46.1,55.1,95.7,28.9,14.5,18.4850838,3.32,37.8651709,69.4
69.2,55.2,16.9,85.1,10.5,29.7094415,4.13,52.1228992,39.4
81.3,43.9,58.9,0,39.8,14.5085097,3.3,38.562967,69.6
75.7,17.6,12.9,3.92,9.92,29.2111564,3.8,28.1684422,3.61
78.2,63.4,43.8,0,7.79,26.1583511,4.58,51.3631512,91.5
97,49.1,27,0.508,27.9,21.4019931,5.06,49.8072375,62.7
65.5,19.3,24.6,0,18.5,29.8518087,3.33,37.4884363,11
70.5,51.6,73.5,4.70E-04,11.4,17.7198602,3.66,67.7238954,93.7
96.4,51.9,84.3,0,86.7,20.1983434,82.5,41.918416,42.3
65.1,59.8,57.3,0.74,17.3,20.6788326,3.8,54.3280521,64.3
84.3,74.9,26,13.7,13.7,27.5156927,4.34,46.8854518,52.8
75.2,19.6,26.3,94.9,10.4,27.1905132,3.55,46.607924,3.71
99.1,38.6,20.7,8.03,13.6,24.9773507,4.89,51.3635698,33.4
98.7,32.8,7.98,95.4,16.5,35.2132272,4.84,70.8616756,52
56.5,58.5,21.1,31.8,13.1,33.7652883,5.08,49.7189142,45.4
96.3,55.3,23.9,0.606,16.9,19.1564745,3.16,46.9440549,38.4
70.8,66.5,50.4,0.0158,11.8,25.1909014,3.37,50.725214,95.2
92.8,64.2,17.5,8.20E-04,10.5,22.367825,3.3,46.260491,42.6
54.1,62.8,34.2,3.6,9.11,25.2216398,4.02,41.1971787,58.8
58.2,50.7,64.4,75.2,9.91,20.0122953,2.91,37.1732351,85.2
95.7,20.3,29.7,76.7,9.9,20.4021873,3,41.5914942,8.93
82.6,32.7,15.6,3.88E-03,22.7,24.8058629,3,39.3695975,16.8
73.3,54.1,56.3,4.01E-04,21.7,20.0284734,4.12,34.3787019,77
64.4,32.4,66.1,0.043,6.91,18.0790138,5.38,33.1061764,45.4
89.6,64,21.9,4.84E-03,14.8,24.3577299,5.01,41.6438184,46
89.7,40,6.63,2.29E-04,17.2,39.1995082,4.89,45.7112958,23.3
44.4,59,83.6,0.0525,10.3,20.3811558,8.38,46.3416982,64.4
96.4,24.8,14.1,89.7,11.9,29.7773895,4.34,53.721928,12.8
77.5,19.5,14.4,80.5,64.4,26.4689704,3,20.6458905,26.4
79.3,71.2,50.6,1.11E-04,11.5,18.1631398,3.13,53.2681722,96.6
79.8,55.3,26.7,4.08E-04,8.29,22.2319291,6,53.7441135,43.7
83.1,51.5,73.6,55.8,85.4,17.0597942,5.63,47.1018648,68.3
92.6,32,26.3,93.2,7.67,27.2778748,3.58,46.4760669,21.6
87.2,31.1,9.29,86.2,13,30.5005501,3.83,31.7294209,16.5
40.8,68.4,33.1,18.1,13.7,25.8946483,3.24,45.0612194,74
63.2,62.6,70.6,1.96E-03,8.95,12.6172911,3.15,38.5771992,88.3
66.3,46.2,4.34,0.16,10.1,39.8660454,4.04,29.8926307,19.6
77.9,46.7,59.9,0,87.4,12.593024,3.46,44.8833169,50.8
88.3,39.9,20.6,90.8,24.2,41.0518993,3.92,43.4525628,12.6
66.9,76.2,36.5,86.3,12.2,24.8107164,4.08,54.7148329,89.8
85,51.7,9.22,0,11.2,29.6269333,3.19,35.3439796,28.1
68.4,68.1,83.7,91.3,23.5,18.6678962,3.06,53.9115511,98.6
96.6,17.1,3.14,78.5,10.6,37.042969,4.58,52.8232068,3.92
77.1,60,52,0,18.1,23.6653077,3.97,57.3875552,94.5
77.9,55.5,21.8,7.70E-04,11.1,22.6752087,4.69,25.9800331,46.4
46.7,52.1,25.7,3.23E-03,6.22,25.7069825,5.55,66.7787103,73.9
98.9,28.5,19.2,82.8,13.2,26.8750404,4.89,57.1263526,52.9
97.3,72.7,41.2,41.7,19.5,19.5576911,4.53,34.4502815,96.9
92,34.5,31.3,65.8,11.3,26.6598719,2.94,63.430796,22.3
73.7,57.4,35.4,0,32.9,20.59956,4.92,35.1116599,69.9
94.8,47.9,67,2.98E-03,74.2,23.5261761,94.2,34.3694929,53.6
90.7,67.7,40.1,84.4,10.4,26.0370155,3.39,55.2849578,93.3
87.4,77.5,86.8,0,70.8,20.2646735,20.4,54.2112644,95.2
64.1,54.3,63,4.78,86.5,21.7061412,4.1,53.100316,67.7
84.3,57,29.5,56.6,66,30.4601048,3.88,36.1987484,45.4
96.4,22.7,21.4,86,12.9,27.0432926,3.33,34.5687436,27.8
83.7,40.2,26.9,79,70.9,38.0540995,4.25,44.7380648,47
82,64.7,49.3,0.307,9.27,14.4243836,3.41,42.9343435,55.4
85.2,62.2,18.5,6.68E-04,10.7,23.2446774,2.75,34.3791205,50
74.6,66.4,51.7,0.0151,11.4,24.415971,3.51,50.7298185,93.8
68.2,45,23.8,83.7,14.6,25.6034427,3.73,49.5966847,45.7
75.4,57.4,9.32,0,51.6,55.9308872,93.9,36.9944955,30.5
75.4,45.3,50.8,1.48E-04,22.9,15.0229729,4.43,34.7483204,54.6
62.8,54.6,26.3,2.28,4.82,25.4497509,3.32,58.0171205,30.4
80.3,68.2,55.9,9.83E-04,3.88,12.3115253,3.45,50.9558593,88.9
72.7,48.3,23.9,2.35E-04,42,30.4423089,21.4,33.7976935,43.2
69,44.5,37,19.6,93,35.1938135,4.96,52.6620482,27
98.6,47.4,51.6,88,27.4,28.6724261,4.59,44.9352226,96.4
95.9,50.5,14.1,78.7,6.73,27.0513816,3.51,45.9963582,25.2
76,29.6,61.9,19.2,17.7,18.7196661,3.35,34.7947843,48.8
76.5,60.1,38,1.93E-04,29.5,23.8481201,4.35,60.3424098,92.1
54.3,73.6,21.4,1.09E-04,12.1,25.0129425,3.54,38.8961678,54.8
99.2,39.3,31,88.8,11.5,32.862551,4.27,32.438519,82.7
95.7,40.4,23.6,77.9,17.5,32.7007701,3.95,52.0772724,43.3
71.2,73,48.6,4.56E-03,81.1,20.6108846,24.7,39.8250277,85
91.1,37.4,36.6,88.9,13.7,21.6931987,3.2,45.3965131,42.7
68.9,61.1,44.5,0,21.5,22.4972497,3.16,43.7037192,77.4
9.09,68.8,64.4,0.0968,6.63,18.9380703,8.64,50.4028967,91.6
54.8,38.8,40.6,6.98E-03,22.7,20.6658901,3.16,34.7106469,28
30.8,58.6,25.6,64.2,9.23,36.3845208,11.5,30.4619184,48.2
87.3,72.4,20,0.757,20.1,37.2775513,6.99,43.4647021,70.5
76,42,67.1,0.0276,10.3,18.931599,3.85,38.4830156,83.3
89.2,52.1,27.2,0,12.8,24.1296188,3.52,57.983633,53.8
27.5,36.5,44.8,1.94E-03,17.1,20.7969326,3.63,33.2677536,31.9
60.1,43.7,26.9,5.98E-04,12,19.8408076,2.74,38.9434689,52.2
48.6,38.8,39,9.63E-04,4.44,22.8143403,3.18,57.9267042,80.5
83.9,35.8,33.5,0.0114,9.13,14.9760564,3.35,62.0548777,24.9
97.2,20.2,27.6,0.225,27.1,21.343752,3.12,37.6583855,28.5
77.8,68.7,28,0,6.31,31.3596065,5.34,36.6763641,74.1
56.9,41.9,51.5,81.5,5.75,26.2295347,4.23,39.2285314,81.7
45.8,53.8,45.9,0,84.6,22.951854,29.1,36.0539149,69.7
56.5,51.4,13,65.8,9.86,41.8122695,5.61,52.9123674,56.4
58.3,67.5,29,0,13.1,22.1623633,2.91,46.2722116,78.6
95.5,40.9,11.8,75.1,9.25,32.75254,4.07,50.7515854,32.2
49.9,57.7,35.9,0.0677,11.3,29.7434155,3.24,46.3977898,80.8
31.2,75.1,56.6,8.81E-04,5.53,25.1698699,3.36,42.6664434,94.7
88.9,31.2,16.6,2.25E-04,16,28.9167152,3.68,52.0521568,17.1
75,49.6,25,0.829,19,19.5512198,3.84,34.055966,26.4
86,52.5,20,0.183,18.1,21.7304083,4.02,44.5827665,66.6
69.1,49.5,65.6,5.3,8.12,11.7938264,3.52,36.2234454,96.2
67.3,66.6,42.5,0.855,28.4,21.0573999,2.99,45.556416,84.7
73.7,53.5,46.8,0.786,59.8,27.4186242,4.99,52.837439,88.6
65.3,50.3,53.3,8.02,67.9,24.0357859,5.2,58.7249628,69.9
88,26.7,19.3,0.126,20.7,26.9769624,3.7,41.9908328,14.2
4.06,30.2,44.4,55.8,13.2,27.6095257,6.26,36.0254505,32.4
76.2,62.7,48.5,1.28E-03,16.3,25.8946483,3.53,58.2963227,83.8
99.4,43.3,29.8,83.3,6.47,36.8941306,4.19,42.0519475,83.8
79.2,53.2,47.6,31.6,26.4,22.4470977,4.31,48.3149501,51.7
81,25,31,60.2,13,21.8015919,3.11,32.7750685,19.5
60.1,57.8,15.6,0.0477,11.8,29.7935676,2.83,37.0016116,44.8
79.7,61.9,52,1.60E-03,20.8,13.1738174,6.59,56.4143243,80.2
28.9,55.5,87.2,27.8,11.7,7.3836795,4.27,40.0452081,66.6
79.7,26.6,21.5,2.17E-03,41.2,25.98201,3.54,49.1977647,20.7
74.8,63.4,46.8,4.81E-03,23.9,21.3664013,4.44,32.0295527,83.3
78.9,56.7,59.6,9.02E-04,49.5,12.1788649,4.09,63.7568806,75.9
70.1,60.5,42.8,24.2,10.8,23.763994,3.58,36.005358,74.5
78.3,54.2,34,0,19,18.7487866,3.46,48.3111827,77.7
73.3,52.8,25.4,65.2,15,22.8013978,3.02,34.6545553,21.2
96.1,17.1,18.5,4.71E-04,38,23.5957419,3.1,72.8671592,17.9
97.2,36.7,4.63,88.1,12,45.7985504,3.59,55.4657904,24.6
85.7,49.2,74.7,0.337,4.12,12.525076,4.1,39.1720212,88.7
85.6,45.7,26.3,0.0326,14.1,23.5197049,2.8,35.0685448,36
96.4,54.7,25.8,0.0199,14.2,23.0602472,12.9,31.972624,39.7
97,5.83,9.56,92.4,12.3,36.1596454,5.04,25.0859164,3.33
83.6,21.6,10.9,81,8.58,22.1461852,3.44,48.6795454,5.55
78.1,31.2,31.8,0,18.7,24.4305313,4.79,83.2009879,78.4
79.9,73.6,20.1,0,14.2,22.9680321,3.63,50.0081626,56.4
95.4,26,12.3,91.2,11.6,33.8413253,3.49,27.3207895,19.9
88.6,69.4,34.5,6.03E-04,9.48,24.7443862,5.55,34.372423,77.3
90.3,15.8,17.5,0.181,11.6,30.314502,3.21,40.2293895,13.3
83.4,14.9,35,55.5,9.19,23.3676309,3.27,34.6185563,10.5
82.3,44.4,31.2,0,8.18,24.6715848,6.23,79.0715586,82.2
94.1,61,47.7,1.47E-03,31.8,20.6626545,6.2,53.0940371,93.8
98.1,64.1,40.5,0.0219,33.7,26.3185142,9.75,59.928839,77.3
5.23,36.2,92.2,8.77E-03,4.57,11.162881,7.26,35.0706377,85.5
95.7,50.5,31.6,91,49,23.4986734,4.59,26.9591243,24.8
84.8,82.8,34.8,93,10.6,24.0147544,10.2,47.394462,81.6
87.4,53.5,23.5,2.19E-04,13.5,23.5811816,2.78,36.0233575,28
74.1,34,83.1,0,27.2,12.0462046,4.71,36.3494422,96.6
89.6,51.9,33,87.5,13.1,21.5459781,3.79,54.3548421,21.3
0.256,58.8,67.2,74.5,14.5,30.8839708,3.61,51.0525545,80.1
96.6,21.6,22.6,18.6,12.3,26.4107293,3.11,33.3594257,20.5
86.9,65.5,28.2,1.15E-03,9.77,25.1003041,3.6,53.044643,72.2
89.1,20.2,4.92,0.0205,9.12,44.1079402,4.32,30.5113125,14.5
89.2,68.5,18.2,16.7,23.6,33.3673073,3.71,44.2637979,59.7
87.5,56.5,14.7,0,10.1,30.408335,28.1,38.493899,60.2
74.1,50.8,56.7,0.0652,9.46,21.623633,4.91,41.978275,63.4
98.5,47.6,23.2,94.7,5.78,37.2273992,8.33,52.0856443,83.3
84.9,38.6,27,0,29.2,20.8503203,3.14,33.7847171,31
57,64.2,52.8,4.09E-04,30.5,19.7130007,2.62,58.3118106,92.6
48.8,39.9,40.8,8.68E-03,18.2,19.6790267,3.22,62.747232,35.6
79.3,58,22.9,4.32,9.78,24.373908,3.9,30.8353042,55.5
98.1,53.6,32.1,4.75,8.95,23.5585323,4.16,63.5496766,46.6
19.9,51.5,51.6,0,30.5,22.833754,6.57,45.4186986,70.2
81.7,52.5,31.5,0.281,12,19.9216981,3.72,34.0128508,18.4
95.4,68.1,18.4,0.038,25.9,30.1511033,4.27,53.0697587,79.9
62.4,62.8,43.6,0.087,22.3,17.0937682,5.29,47.8415203,52.8
44,76.6,86,3.33E-03,16.6,13.1188119,5.55,52.5984219,94.7
97.7,49.6,10.7,3.03E-04,11.1,26.3266032,2.52,22.2407334,17.6
62.2,54.4,31.8,0,37.1,20.1239242,2.86,57.5813642,57.3
95.7,21.5,0.419,20.6,11.3,64.167152,3.72,23.2788464,3.59
81.2,46.9,14.1,5.50E-03,7.98,23.6070666,3.67,55.767178,30.2
87.2,61.4,28.4,0,38.5,22.3807675,10.6,58.1343268,48.8
95.4,24.9,14.9,5.47,10.1,30.204491,2.95,61.3918249,12
91.1,39.6,45.1,19.7,11.5,25.7797839,3.71,65.3885598,52.2
58.1,59.1,59.4,2.17E-03,27,24.0600531,4.92,38.3612047,85.4
18.6,50.2,64.2,71.2,16,18.9736621,2.55,37.453693,96.3
63.5,65.7,41.8,0,13.5,24.2202161,32.7,35.0739865,81.1
77.9,34.5,45.9,87.4,15.2,20.5235229,3.18,73.0931999,50.8
64.4,55.9,82.8,94.6,12.2,19.0917621,4.05,49.0190251,96.8
92.6,12.4,14.3,54.2,11.5,28.4006342,4.52,26.2416543,13.9
72.3,46.5,49.2,1.69E-04,29.5,17.2167217,3.08,54.8102723,69
87.6,62.1,68,0,74,21.157704,91.3,46.1487264,65.4
53.7,49.3,51.7,0,21.2,18.8426196,3.66,53.3171477,31.6
85.5,33.6,59.3,0.0829,48.8,14.9744386,5.69,70.1885766,45.2
65.8,47.3,55,82.1,7.93,26.7957678,4.11,57.2741162,53.2
98.5,25.6,2.89,0.0117,14.1,42.467482,4.28,55.8684778,17.2
99,35.7,12.4,94.4,73.6,27.3555297,3.85,56.6466439,14
92.9,59.9,24.9,0.0372,12,25.8525853,3.07,42.0670169,43
84.9,39,24.6,94.2,20.9,20.5510257,2.81,41.6274933,19.3
72.5,63.6,47.7,0.854,8.17,20.4701352,7.03,54.4753971,88.3
39.5,67.6,61.2,0,33.2,14.9760564,11,36.9296134,76.5
77.1,59.1,73.7,0,29.8,11.6239565,3.45,60.2134829,92.4
57.9,61.8,45.6,0,59.2,24.1021161,3.66,41.9971117,96
61.7,50.8,55.3,5.07E-04,10.7,11.1094933,3.13,46.3994642,80.3
87.2,36.9,38.5,0,27.9,17.7052999,2.82,45.2186107,73.5
98,49.7,19,90.8,9.93,22.2756099,3.42,48.996421,34.9
32.4,39.5,35.4,59,11.7,29.544425,4.74,44.9406643,25.9
89.4,47.8,63.5,0,49.2,18.0288617,9.75,46.5384374,54.3
92.5,51,23.8,0,9.64,25.3995988,3.24,38.8141234,31.1
82.9,18.6,14.4,0,6.9,25.7344852,3.56,34.345633,13.3
87.6,55.2,19.3,0.323,13.7,27.0578528,3.52,45.3416773,38.4
69,10.7,12.4,0.173,11.1,33.8089691,3.96,37.7651269,6.42
64.5,31.6,12.4,0,27,21.9326344,3.54,55.1422173,25.8
86.9,52.2,24.3,0,19.7,24.0050476,2.78,40.8660709,41.9
5.9,60,96.3,81.8,25.8,20.0090597,3.25,45.055359,42.7
67.1,65.3,50.8,0,25,12.0947389,4.87,29.9981163,66.2
92.7,35.2,26.3,8.08E-04,15.3,23.1864363,3.17,56.1372151,35.8
94.2,29.7,19.7,5.40E-04,12.6,27.048146,3.46,35.9019653,13
74.8,64.3,42.1,0.0456,11.1,24.2736038,3.49,42.1745955,65
58.6,56.2,69.7,0,8.22,17.2636381,9.03,62.4604952,80.8
32.6,65.6,74,6.03E-04,73.9,10.8004918,2.95,52.8324159,97.2
92.8,36.9,39.2,5.37E-04,12.5,17.1455381,2.7,40.0904163,20
28.6,64.6,30.2,0.0761,17.9,30.5248172,4.84,41.8100002,38.9
94.2,53.6,28.7,96.8,10.8,27.5545202,2.81,42.7179305,56.4
92.3,44.7,17.1,0.0102,16,27.5609914,3.38,46.1081228,42.2
50.7,68.8,78.8,1.16,42,13.6073902,3.27,49.0152577,95.7
51,51.8,27,1.57E-04,6.99,19.4525335,5.84,29.152138,37.6
94.4,20,21.7,91.5,11.1,26.3492526,3.48,28.3178802,21.4
35,55.6,90,1.49,3.83,15.3481525,7.14,52.6097239,82.1
49.5,42.9,79.4,0.0265,34.9,20.2549667,8.13,69.3187384,73.5
73.7,52.4,14.6,39.6,20.6,28.6141849,3.58,38.7500785,35.2
80.1,44.1,47.7,1.28,13.8,23.653983,3.9,57.5055987,46.1
94.4,47.9,6.69,7.03E-03,10.9,41.1877953,3.93,39.3499236,15.4
63.8,69.6,48.7,15.8,6.23,22.1413318,3.77,47.2739069,53.2
60.4,52.2,60,1.55,91.3,21.8210056,6.43,48.2052785,54.8
76.2,43.2,15.8,86.1,63,39.2237753,3.41,49.7151468,16.9
89.1,30.7,21.9,0.0147,18.3,24.3350806,3.17,34.3180058,18.9
69,48.7,72,0,59.4,15.1896072,27.9,35.7265744,71.8
84.3,38.5,22.4,6.56E-04,27,23.1103993,3.2,43.2775906,57
97.1,23,31.2,67.2,21.5,29.714295,4.2,38.7052889,10.8
71.4,60.4,45.3,0.135,36.5,17.205397,2.48,39.7572155,83.9
82.4,16.2,22.1,28.6,34.2,31.2463599,3.97,40.5052429,7.12
96.5,37.3,36.9,89.6,21.4,30.6639487,8,52.467402,32.2
50.6,68.5,60.9,45.7,16.4,17.4901314,3.46,56.2041901,96.3
9.63,66.2,73,80.5,8.44,21.639811,3.3,38.0707005,97.8
98,8.64,4.2,94.7,16.3,45.209668,4.2,32.8801356,3.8
93.9,56.6,49.1,3.87E-03,10.6,22.6606484,5.65,52.5586555,64.7
83.5,21.1,30.8,0.0607,19.6,20.8745875,2.85,35.1945415,17.1
88.4,25.1,20.2,4.64E-04,39,21.5783343,3.22,37.7994516,22.5
83.6,50.1,26.4,88.4,13,22.283699,2.74,35.8843844,22.7
84.8,26.9,59.2,95.2,22.8,18.271533,4.63,78.6546391,87
99.2,33.9,32.9,87.8,15.3,33.7620527,6.86,38.8953306,96.6
86.4,35.9,14.9,0,11.4,22.519899,3.34,47.1328408,23.5
64.9,69.7,17.8,1.46E-04,13.1,28.7969973,3.32,39.1812302,44.1
53.4,71.8,71.8,14,5.53,17.9382644,3.44,53.2053831,97
99.4,32,19.2,94.4,9.58,38.3178024,3.9,68.3044852,76.1
99.1,40.3,15.7,91.6,11.7,33.6504239,3.86,55.5704389,45.7
58.5,57.5,82.2,0,61.6,10.5076684,9.23,59.8526549,88.5
95.7,37.6,13,0,11,24.085938,3.07,49.8017958,11.8
35.8,48.9,94.6,66.8,5.17,19.8052158,3.21,63.6798594,96
27.2,62,77.3,88.5,3.83,19.5625445,3.24,63.6777664,96.2
92.8,37.1,20.3,0.0351,32.5,26.6000129,3.66,35.5139287,26.4
64.1,29.3,27.2,0.0285,8.44,23.1314308,3.13,43.8640407,32.1
43.4,58.9,68.7,0,18.2,13.465023,3,60.1678562,96.1
82.2,40.9,54.7,0.374,56.4,12.9812981,3.4,49.123255,23.5
77.4,49.4,38.8,2.58,21.8,16.4725296,2.93,41.6680969,69
78.8,26.3,21.1,0,36.5,30.6963049,4,35.1351012,22.3
34.3,53.4,64.1,0,48,16.8705106,5.63,30.0290923,96.1
87.5,59.8,31.9,7.28E-04,14.2,26.7067883,3.05,46.3580234,65.5
79.6,43.8,23.7,0,9.93,24.6408464,6.33,40.2118085,38.7
87.4,46.9,22.2,0,15.3,33.6973403,11.4,39.9296762,46.8
92,59,62.9,0,76,22.9534718,93.5,50.892233,25.3
48.7,50.4,52.1,64.5,9.9,24.5551026,3.25,40.5178007,85.6
46,45,29.8,64.9,82.8,36.5236524,4.34,53.1999414,51.7
80.7,40.5,71.5,9.21E-04,13.6,20.8228176,5.63,49.8633291,32.9
9.76,46.4,78.6,70.1,21.9,20.4345435,3.16,65.71004,73.7
87.5,46.6,21.8,0.0436,18.7,24.1053517,3.19,33.4762134,36.5
74.5,57,72.1,0.066,13.1,15.2543195,6.7,49.9286297,77.1
64.8,70.3,56.6,0,24.8,19.9605255,8.69,55.3615605,93.8
54.2,68.1,66.7,0,9.58,17.1746586,3.01,47.7259884,86.3
91.7,61.9,40.9,0,27,21.1043163,3.47,52.0421106,70.4
98.1,25.5,18.1,93.2,8.7,37.9554132,3.83,33.4573767,19.4
99.2,33.7,8.48,78.6,10.4,41.4385556,3.05,61.9376714,42.3
56.4,44.8,53.6,0,7.69,21.5880412,4.42,72.3836832,76.3
99.4,51.9,27,87,11.1,39.9679674,4.96,50.0383013,88.5
77.3,49.4,65.6,0,84.8,21.3922863,25.9,55.9103372,86.5
1.02,60.7,67,0,7.6,17.3089368,4.48,53.2037087,90.7
80.1,69.9,19,0.0486,14.9,30.7869022,4.39,45.3952573,54.2
79.7,62.6,40.7,2.62E-04,12.5,24.9401411,4.61,31.2321313,68.9
80.5,42.7,31.6,78.5,68.2,28.30033,9.54,32.5339584,43.1
49.9,64.1,40.5,1.75,10.3,23.7850256,4.91,34.6683689,63.4
80.8,62,48.2,0,9.8,26.0111305,5.34,48.8553549,93.2
68.6,45.4,70,97.6,28.9,20.3682133,3.84,35.0191507,83.6
21.2,59.6,41,0.0103,37.7,21.3890507,3.01,48.9650265,59.2
51.5,36.9,32.6,2.29,15.3,19.693587,3.36,75.0626844,41.2
51,48.5,63.3,1.01E-03,11.4,21.9358701,9.96,60.370037,74.5
87.1,48.5,43.5,0,17,22.6460881,3.87,58.3595303,61.1
72.9,71.8,46.3,0,43.3,17.1099463,3.01,49.1571611,88.8
79.4,71.9,35.6,0,13.7,25.0938329,4.92,51.3556165,70.7
72.7,52.3,38.2,0,21,28.9539248,4.51,46.6020637,51.2
96,33.7,2.69,0.0319,9.85,43.1809357,3.28,33.862157,14.4
82.7,62.5,21.9,6.48E-03,8.33,26.1454087,3.39,46.1390988,44.7
75.8,18,32.1,75.8,13.1,17.5952889,3.31,30.5531719,27.9
82.7,68.2,42.5,3.26,5.79,22.0863263,3.38,54.6993449,66.7
68.2,78.7,33.6,12.9,28.9,30.9373584,3.92,50.4790808,85.5
99,44.1,32.1,96.4,11.6,37.4700705,4.52,43.8313904,98
72.6,70.6,34.1,0.0428,12.1,31.3774024,5.52,47.9118441,80
98.9,29.8,28.8,90.3,13.4,39.869281,4.83,66.9365202,88.7
85,44.7,35.6,0,31.5,22.723743,3.72,44.8820612,31.7
46,39.5,43.9,0,15.8,16.7394681,3.8,70.3593629,71.9
88.7,41.2,20.9,89,28.5,28.554326,2.83,41.2591306,25.7
97.3,53.8,26.6,1.31E-03,7.77,17.5483725,3.9,60.565939,80.2
89.5,21.7,37.9,0.198,69.9,20.6917751,7.81,71.0751585,36.9
98.9,26.9,42.8,91.8,11.3,39.0652301,5.05,45.044057,94.7
92.1,25.6,17.6,1.92E-04,8.91,20.7500162,3.63,73.4289123,39.1
92.1,55.2,26.9,3.23E-04,68.1,32.108652,38.9,47.7929634,37.2
64.6,34.7,70.3,5.45,55.6,14.9679674,4.3,58.2013018,65
81.8,60.1,82.6,0,37.4,13.9260985,11,50.5879152,64.4
83.2,17.3,14.5,78.2,25,26.9332816,3.41,38.2988342,6.68
72.6,76.8,51,0,9.14,17.3898272,3.88,52.2011762,81.4
88.5,64.7,27.1,5.71E-04,15.8,29.3567592,3.61,46.6995961,39
60.6,18.2,30.3,0.318,35.7,18.9785155,3.21,72.5373072,15.8
65.2,46.2,76.3,59.5,74.8,14.3240795,3.71,48.1659306,69
77.5,42.5,39.9,0.108,15.5,23.0683362,6.75,33.25394,14.2
92.3,27.3,36.5,0.0838,32.9,17.5386656,2.97,23.9151091,33.2
92.9,43.5,3.8,0,10.8,35.8587329,3.84,46.3906737,21.9
95.3,45.2,14.4,89.9,13.3,28.7678768,3.3,31.4087779,33.7
81,25.9,27.6,0.0271,16.1,26.0224552,3.51,76.8387785,45.5
81.1,60.1,46,0,52.6,22.4212127,4.77,45.7715733,83.1
94,62.5,12.2,2.70E-03,24.5,34.1309131,3.11,44.3604931,68.4
90.3,26.9,19.1,1.29E-03,17.3,28.1207533,3.17,30.3895017,15.1
77.1,30.9,29.9,0,13.5,21.8889536,6.31,76.4758576,39.4
43.2,57.1,50.7,0,6.76,14.4146768,4.01,31.9441596,84.6
79.2,71.9,58.5,0.299,12,14.4583576,4.58,57.166119,94
78.4,66.6,53.7,0,63.2,16.8381544,4.52,51.2827811,78.4
55.1,54.8,54.4,0.0252,7.07,21.859833,4.85,49.3689696,76.4
86.4,43.2,40.2,1.95E-04,28.7,15.8108458,3.94,40.2256221,28.3
43.1,72.1,75.3,0,5.67,20.2484954,6.25,43.208104,96.6
96.4,43.9,44.7,0.217,13.6,14.8078043,4.12,57.4235543,56
99.5,32,1.42,86.5,10.2,51.7164952,3.82,30.1542519,8.59
77.8,66.3,41.8,7.51E-04,41.8,32.2461658,46,36.0082882,92.1
98.6,49.6,14.6,85.3,9.87,31.8967191,4.99,26.5011825,39.6
57.9,60.3,64.8,0,35.7,17.7360383,8.18,32.8918563,92.7
74.6,47.8,34.7,0,9.5,28.4993205,11.3,53.6829988,52.7
20.4,33.8,50.9,0,12.3,15.2025497,5.7,32.1618284,38.6
18.1,54.2,48.8,3.98,41.5,19.5026856,2.69,38.6182214,52.6
80.9,42.5,19.7,4.91E-04,13,22.7884553,2.81,36.989891,40.4
80.6,63.3,26.6,0,11.9,23.4420501,3.88,47.6066891,42.1
83.9,57.9,54,1.12,7.88,15.597295,10.4,71.110739,86.4
62.7,40.4,46.6,8.96E-04,22.3,16.7087297,2.75,39.7492622,52.1
98.9,40.6,30.1,88,15.5,39.2075972,4.1,45.3525607,96.2
96.2,50,16.1,79.8,10.2,31.5359477,4.48,35.1807279,42.2
63.9,71.1,40,0,21.5,17.8638452,2.69,43.6438603,93.3
80.8,65.1,32.1,0.536,10.6,26.1729114,4.2,50.8407459,54.8
96,54.6,42.9,28.8,9.85,21.1399081,4.6,54.2535424,49.6
95.3,56.3,46.8,0,73.8,27.3797968,95.2,62.5601206,63.3
87.9,18.3,5.41,2.11,12.3,44.8408076,3.83,34.4247473,12.2
7.74,71.2,81.3,71,18,15.3141785,3.98,66.3094665,95.8
91.5,46,16.8,97.5,10.3,28.2339999,2.63,37.734151,20.5
66,64.9,83.4,0,5.79,20.6788326,7.38,56.0987045,71.5
78.1,54.1,56.4,0,24.9,19.7388857,4.79,38.0447477,90.7
87.3,58.4,58.4,0,13.3,21.2110917,5.46,38.8802612,81.9
99.2,19.1,29.1,92.3,11.2,37.2581376,3.99,36.1225643,82.9
91.2,61.2,36.5,1.14,7.47,19.9767036,3.07,29.4380376,70.6
72.7,60.3,48.5,0,55.1,19.837572,2.57,41.9715775,91.7
0.846,60.2,10.9,92.8,7.53,34.4835954,20.1,90.4464304,70.3
71.6,73.5,38.1,0.0955,18.9,17.9139973,4.01,52.6792105,42.2
77.8,36.9,37.9,0,19.2,21.6187795,4.4,76.5202286,66.1
72.2,30.8,40.9,0,18.6,16.3317802,3.08,39.2431822,44.2
99.4,38.7,16.3,89.5,14.6,45.7063353,4.28,37.1384918,61.5
92.6,62.5,31.4,85.5,11.2,31.228564,3.35,47.479018,49.9
