acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
92.7,50.1,26.8,0,8.7,22.2966414,5.17,57.3415099,55.5
66.3,82.1,70.9,0,5.45,13.3744257,5.47,45.8753846,96.4
75.1,55.8,62.4,0,32.7,23.3352747,4.27,59.0899768,75.2
93.4,18.5,8.05,1.25,8.41,36.9459005,4.28,37.6466649,5.74
75,71.2,24.5,1.40E-04,7.75,27.9104381,5.33,47.4467862,55.6
74.3,49.7,60.6,0,8.82,17.3024655,4.96,49.3639465,86.1
73.7,50.6,29.2,8.11E-04,29.8,24.7152656,3.34,47.7682664,54.7
42.3,56.4,45,7.34E-03,63.8,22.6169676,2.9,46.9834028,84.2
22,61.2,60.1,0,44.6,17.645441,4.25,54.8102723,69.2
75.1,41.4,52.3,30.5,17.6,21.9552838,24.4,56.4394399,11.4
91,56.9,21.8,84,72.2,36.1984728,3.57,36.2380962,46
96.3,40.1,18.3,0.11,7.95,34.9204038,4.38,39.0686285,52.2
54.3,74.6,66.6,0,4.88,19.769624,14.6,39.3578769,84
30.4,35.2,46.8,0,46.2,18.1582864,3.13,30.0793236,63.8
66.8,61.1,41.6,0.791,7.93,20.9198861,3.73,51.1810628,70.3
42.9,60.6,86,0.0159,23.6,13.3032421,5.43,49.4836644,92.5
60.4,68.4,38.9,0,36.9,20.6189737,3.5,54.0237343,82.4
98,27.7,3.94,98,10.3,53.6578658,3.86,33.7005798,12.8
88.5,19.9,51.3,94.1,26.7,18.6161263,3.36,39.9292576,16.5
98.9,56,50.4,44.3,17.7,17.5338122,3.11,49.566546,73.1
77.5,56.6,54.3,0.279,20.4,22.0151427,3.53,50.6080077,74.4
54.6,41.3,50.8,0,9.64,17.3882094,2.61,44.1675213,67.7
49.6,57.6,58,0,3.97,18.9121853,4.82,46.3404425,90.6
95.1,40.7,3.47,92.2,70.9,49.8446904,3.82,25.5417652,15.1
87.6,55.9,11.3,0,21.2,30.3274445,6.02,33.7679734,36.1
44.8,72.3,56.5,86.6,7.08,9.6858215,3.86,52.98897,85.9
90.6,30.9,22.8,0,18.9,24.9352876,3.34,34.2640072,27.2
89.7,55.6,16.7,55.3,10.7,40.3157963,4.25,37.1196551,42.2
90.4,41.4,14.5,86.2,13.8,43.7342264,3.37,41.1507147,11.7
75.5,57.8,56.6,53.7,9.87,17.0597942,5.31,52.3368007,83
86,68.2,4.53,85.8,10.1,36.568951,5.63,39.2201595,42.6
41.9,64.1,46.8,0,31.7,22.8790526,3.4,60.4395236,91.3
84.4,49.5,6.82,0.914,9.03,35.2779396,2.71,44.134871,8.48
58.7,39.2,52.9,9.63E-04,10.8,22.0572057,3.97,30.2802486,64.1
90.9,62.6,50,0,34.5,20.7564874,22.2,63.2470332,90
90.4,50.5,19.5,89.6,11,36.6093962,4.17,38.2138596,43.4
62.2,61.2,21,0,16.3,25.110011,3.71,50.1617866,68.1
98.3,39.7,6.7,91.2,10.5,37.550961,3.65,35.0873815,14.7
50.8,83.6,61.8,0,4.63,15.8383485,7.65,46.4856946,93.2
77.4,51.4,33.3,0,8.88,20.4313078,3.55,28.5435024,45.8
87.6,49,23,91.2,23.3,37.4134472,3.37,33.6202097,36.1
98.4,34.5,17.6,96.5,12.5,32.9822688,3.44,49.1856255,19.7
69.3,32.1,56.1,0.677,15.9,18.525529,3.47,51.9851818,53.5
70.2,63.2,46.5,1.10E-04,11,20.4313078,3.66,49.8532828,90.4
89,57.9,22.3,84.8,10.5,38.6219504,4.12,37.1749095,53.1
69.3,65.7,24.4,0,35.4,22.0507345,3.18,49.4238054,59.9
45.3,47.4,67.2,4.53E-03,34.8,19.2470718,2.91,54.6763222,91
70.3,49.2,47,0,37.3,17.0581764,2.75,46.1642144,55.9
30.3,62.6,51.6,0,14.3,19.8537501,11.1,56.3477678,83.4
92.7,40.1,17.7,93.8,53.3,40.9402705,3.45,43.0013186,8.18
40.6,51.1,19.2,0,14.7,28.5818288,3.67,45.8113397,27.8
82.9,44.1,28.1,89.4,68,35.4785479,5.17,48.7875426,44.5
63.9,66.2,15.3,0,10.8,29.5217757,5.14,53.2522656,40.9
37.1,86.3,69.1,0,5.97,12.008995,5.35,51.8039306,91.6
93,60.1,20,1.91E-04,9.28,26.0014237,3.38,48.4254589,42.8
87.2,22.7,28.9,1.71E-04,14.8,25.7183071,3.35,46.0616589,19.3
82.3,39.3,18.3,11.7,10.6,27.5270174,3.5,70.3384332,13.9
84.3,44.9,28.7,82.5,14.4,21.3081602,3.24,81.4751251,12.2
45.6,59.6,54.5,5.53E-03,32.9,17.3509998,6.4,61.5136357,71.8
0.252,19.6,75.1,66.7,37.8,14.8870769,4.05,60.9970908,62.9
80.8,49,22.3,17.6,34,30.6817446,2.97,46.3103037,39.1
27.3,65.4,72.1,0,34.4,16.6440173,13.9,39.7040541,96.7
99.2,33.6,7.09,85.8,8.76,44.4929787,4.94,35.9124301,17.6
21.3,64.3,77.1,0,4.42,16.9400764,21.3,44.2964482,91.2
11.3,66,54.2,0,34.6,24.7896849,23.7,58.8630989,59.2
74.7,52.8,59.2,1.13E-04,20.3,25.6471235,6.21,65.5614391,92.5
99.2,52.9,13.3,92.2,11,37.220928,5.75,48.5250842,58.5
93.8,57.3,43.1,0.995,17,14.1946548,2.92,73.1120367,72.2
88.8,54.5,1.45,9.03,15.6,40.4161004,4.41,42.720442,13.3
79.9,45.4,30.2,3.92E-03,21.3,27.6823271,3.64,71.6503066,77.9
70,49,63.6,0,29.3,13.905067,5.78,74.1346617,96.2
69.8,48.2,35.3,53.3,29.5,22.3791497,2.87,50.0897884,86.6
87.3,65.7,37.5,0.0331,19.5,28.6125671,5.27,65.9875678,88.7
13.8,76.8,68.4,0.0898,6.42,12.8259885,3.98,56.1401453,88.7
86.4,64.4,42.4,50.2,35.2,32.532518,6.62,50.0508592,64.9
78.3,32.6,39.5,5.83E-04,16.3,17.9948877,3.55,57.9819586,63.8
76.8,59.2,82.3,0.0541,8.27,12.9052611,8.48,71.1655748,96.2
27.5,42.2,57.5,0,6.2,17.4804245,10.7,56.7738965,47.5
66.5,75.5,40.9,0.5,23.2,22.0426454,4.97,53.6419766,78.7
65.5,54.8,26.6,0,7.03,23.0942212,5.38,51.828209,70.2
75.3,46.4,72.7,0,40.3,16.3916392,5.61,56.983612,87.7
90.9,39,5,0.0608,8.32,26.3055717,5.44,73.0032022,16
72.4,68.3,43.1,0,13.8,18.3038892,2.65,40.7413299,81.3
69.7,40,59.9,0,7.06,14.0652301,5.05,50.7641432,77.3
86,60.8,38.7,66.2,18.7,35.5416424,4.11,38.2967412,80.9
75.2,49.6,26.3,2.40E-03,34.8,19.9702323,2.41,35.3557002,37.5
63.9,65.8,67.9,0,51.5,14.125089,5.62,49.4585487,74
98,40.9,6.81,94.8,9.71,31.9468712,3.34,42.6061659,5.77
77.2,39.7,41.5,0,17.5,17.9770918,3.05,30.2254128,47.4
85,54.6,21,1.50E-03,34.8,25.5905002,2.72,40.9033257,51.1
94.9,28.3,27.4,0.159,9.15,22.8175759,2.95,43.025597,21.3
90.7,18.5,33.4,0,9.39,20.0349447,3.04,43.179221,15
90.5,78.1,13.3,3.22,13.4,36.6385168,5.91,45.389397,72.7
99.5,44.4,3.15,94.9,10.9,46.8226234,3.97,60.1871115,10.7
75.3,49.9,45.6,0,86.1,21.5815699,40,86.1809582,94
86.4,70,32.2,0,12.3,25.9706853,7.74,60.0703238,84.7
78.9,75,24.3,1.18E-04,12.1,21.3324274,4.93,52.3757299,56.8
65.1,54.3,21.9,10.2,11.8,35.840937,9.08,29.7339835,57.8
81,25.2,23.1,0.0167,19.9,25.8736168,3.69,37.6144331,19.6
59.5,69.4,29.3,1.54,13.2,29.2661619,4.31,60.1954834,63.7
99.1,48,0.705,88.8,7.82,50.3995988,4.47,40.6592855,9.99
1.7,64,63.4,4.40E-04,4.49,17.8185466,3.76,67.8653802,97.6
85.8,56.2,55.8,0,10.7,8.7102828,4.53,73.1300362,83.9
59.4,34,44.8,2.36E-04,29.3,21.4586164,3.63,70.9608824,65.7
81.7,37.7,39.7,4.96,18.7,16.5647447,3.12,45.4555349,46.2
37.2,54.5,60.5,95.4,22.4,27.5334886,3.97,41.822558,90.5
78.5,51.9,51.3,0.39,10,13.439138,3.28,55.9333598,63.4
74.2,68.4,43.7,1.58E-03,22.4,19.9540542,4.91,45.0436384,96.4
28.9,57,51.2,90.9,7.59,19.7760953,4.4,31.6528182,69.7
58.5,65.4,49.2,0.87,11,22.2464894,4.07,70.8997677,97.7
66.4,44,71.9,3.29E-04,32.2,10.1614573,3.48,33.4833295,63.5
62,44.5,33.9,0,23.4,24.2105093,4.64,45.8096653,41.3
86.9,65.7,22.2,0,8.31,32.3529412,6.97,52.7687896,48
2.79,28.6,47.2,1.51,21.1,22.7722772,2.97,64.4714205,57.5
65.4,77.1,37.5,0.0124,8.94,20.1805475,3.46,50.8876285,67.5
86.3,45.3,50.8,0,20.6,17.9415,3.09,44.5794177,82
41.5,46.8,35.7,0,19.8,19.5965185,5.16,58.6077565,63.7
53.1,56.3,75.4,0,37.9,14.971203,6.76,65.5786015,91.8
71.4,52.3,33.9,4.42E-04,20.5,18.1696111,2.59,43.1030369,51
77.6,56.5,47.3,3.61E-04,27.8,16.55342,3.45,44.9046652,59.5
93.6,39.2,30.4,16.6,9.08,22.113829,4.27,32.6716758,19.8
86.4,59.5,22.5,1.82,11.4,29.4554455,4.09,36.2937692,72.8
83.3,60.2,33.1,0,47.1,18.3750728,3.06,46.2445844,70
98.2,33.4,21.3,8.71,10.3,24.6198149,3.5,50.8332112,14
84.4,22,30.4,0,7.68,18.6193619,3.16,85.4228845,38.1
56,56,28.6,0,6.71,22.1073578,4.12,48.5702924,49.8
53.5,52.3,68.1,0,12.2,12.7887789,3.64,46.5606229,81.4
77.1,50,49.6,73.2,5.27,22.4503333,3.1,51.5364491,71.9
93.9,14.9,2.06,87.8,8.88,40.9062965,4.19,34.9710124,6.76
60.6,35.8,65.4,1.02E-04,46,15.4355141,3.73,57.3494632,93
99.4,36.9,1.51,93,8.29,50.6552126,4.58,33.0132485,12.6
83.7,53.7,11.9,3.52E-03,11.3,30.9761859,3.34,49.2052994,34.7
82.1,58.9,44.7,0,9.99,23.8206174,7.48,61.4684276,78.9
76.1,51.3,18.6,0,6.77,20.7710477,2.95,44.6890893,52.6
64.8,29,27.4,0.029,20.5,24.9951466,2.7,74.47456,52.1
85.2,59.3,36.4,8.64E-04,14.8,16.4337022,3.88,52.6817221,38.8
79.9,34.6,39.6,0.101,26.6,23.527794,3.84,39.0267691,41
94.4,37,22.2,8.7,28.4,24.669967,3.76,47.590364,39.2
33.8,60.3,36,32.9,4.89,23.9613667,4.56,71.6030055,61.4
81.6,43.1,35.2,0,6.6,21.8161522,3.13,31.9856004,69.3
82.7,61.6,41.7,91.3,15.9,29.6706141,3.94,50.6335419,74.7
33.9,55.5,44.7,0,24.2,23.8157639,4.09,50.1965299,92.5
81.1,52,44.3,0.104,4.89,15.4775772,3.99,51.8637895,76.6
76.4,57,21.4,0,10.8,24.0681421,4.06,48.8193558,45.1
81.7,60.7,30.3,0,18.3,19.2147156,2.44,40.7639339,55.5
75.3,61,28,0.707,14.5,28.224293,4.77,46.828523,33.9
25.2,88.6,60.4,0.109,6.56,24.7540931,4.09,54.4368865,97.2
74.8,63.5,58.2,0,48.9,19.2244224,4.94,46.7385253,74.7
64.8,41.5,26.3,85.2,16.1,31.178412,3.24,57.1029113,66.3
82.1,52.8,30.4,0,35.2,23.789879,3.89,32.1907114,61.6
80,49.3,20.4,0,14.1,18.4349317,2.9,33.6520229,33.9
77.7,36,44.9,32.7,6.58,20.8017861,3.13,63.8933423,60.7
94.9,34.1,4.59,0,9.12,36.1062577,3.52,56.2180037,30.2
91.5,9.34,3.7,97.2,8.27,45.1417201,4.12,68.9340505,3.64
43.6,69.5,73.1,0,13.1,16.6003365,8.63,52.1877812,86.7
66.4,54,74.4,0,21,18.5222934,3.12,56.8161745,96.3
42.5,54.5,85.3,0,26.6,16.4709118,3.94,53.9215974,92.3
86.1,58.1,71.5,81,39.1,21.7708536,3.66,39.1870906,96.6
54.3,71.4,22.6,2.55,59.3,24.3625833,19.7,40.2884112,54.5
99.1,47,2.96,94.8,9.76,44.04161,3.52,37.4256473,18.4
66.4,37.2,31.1,1.15E-04,19,16.0745486,2.63,37.9606103,18.6
88,18.2,26.1,1.03E-03,44.2,25.1067754,3.3,73.5800247,20.6
66.2,51.2,51.1,0.0199,20.9,16.917427,3,37.4637393,58.9
47.7,55.3,91.4,0,29.2,16.249272,4.15,41.4985663,68.3
19.9,43.3,63.1,0,27.1,18.1081343,4.58,54.2049855,65.4
87.1,59,18.8,0,8.77,22.7544813,3.02,47.6807803,52.1
75,38,63.8,0,25.8,18.5384715,5.04,33.1212457,74.9
39.3,76.4,84,8.64E-04,6.86,11.0577234,6.72,54.5327445,84.3
98.8,41,14.6,92.4,12.3,39.8223646,6.01,29.0822328,24.9
22.7,61.8,62.2,0,4.38,17.2668737,2.96,50.6800059,96.6
91.1,53.1,36.6,88,9.16,21.8549796,4.96,34.2690303,78.5
94,67.2,28.6,9.73,11.8,26.7294376,2.83,43.0075975,55.6
69.8,42,37.2,0,10.4,21.4003753,3.27,42.4487746,41.2
39.2,34.3,76,0.0388,7.73,14.4923316,5.13,52.8776241,35.6
60.8,65.4,56.1,0,12.9,20.0009707,3.04,54.3686557,92.9
91.2,55.7,15.2,4.41E-04,9.06,30.2886171,3.19,46.4132778,45.7
62.9,45.5,58.2,4.22E-04,17.2,19.1241183,2.92,58.9916072,92.7
95.3,32.1,2.27,0,31.3,39.6524947,3.49,34.8768287,31.2
21.3,47.1,81.7,0,49.8,19.1079402,3.72,52.2606166,96.1
49.9,68.5,24.9,86.7,7.51,35.8393192,4.82,57.4595534,83.8
74.3,50,39.1,0,8.47,13.3679544,3.35,58.5914314,53.9
83,62.3,35.9,0,11.3,18.2343234,3.04,45.6355303,42.5
89.3,41.7,26.3,0,21,22.7916909,5,85.4136755,66.8
57.1,42.6,52.8,24.7,9.6,20.1352488,5.74,44.4253752,69.5
88.7,36.3,17.1,2.55E-04,18.1,25.98201,3.23,30.8646058,19.9
99.2,32.6,7.2,88.9,9.41,39.201126,3.7,31.3857552,20.6
40.3,52.8,77.2,2.52E-04,31.6,14.277163,2.88,38.3997154,85.2
34.6,30.3,74.4,0,78.2,12.3357924,3.94,39.0749074,54.1
75.7,61.9,26.1,0,25.9,20.1320132,3.57,48.7155445,65.8
85.8,73.9,32.1,0,10.9,24.3334628,5.02,61.6015404,81.1
69,55.5,50.6,0,9.05,20.3568886,3.26,41.2553632,88.8
60,67.6,11.3,1.56E-03,6.96,30.8192584,5.5,29.7662153,23.3
16.5,52.3,51.3,83.3,22.5,24.2185983,5.97,64.7560644,92.9
86,34.8,13.4,0,11.1,20.3520352,3.66,72.9985977,20
72.8,60.5,30.7,2.64E-04,16,26.8410665,3.22,57.4294146,51.4
84.7,66.7,20.9,0.696,7.73,30.2967061,3.58,39.8966073,68.5
72.7,56.7,42.9,0,10.5,14.9485537,3.19,52.5042383,38.5
89.9,48.6,18,0.455,13,30.7642529,3.44,39.7224722,29.2
93.8,45,15.4,4.37E-04,16,26.3654307,3.73,46.3241173,24.3
45.2,73.9,74.3,0,33.1,12.5186048,3.21,46.4932292,92.2
86.4,71.4,94.1,81.7,9.44,12.9246748,4.22,42.7392788,77.3
71.6,60.1,46.7,0,13.5,19.1758882,2.63,54.2405659,66
93.5,51.3,29.2,88.6,6.69,30.1591924,6.5,44.0113858,22.9
74.7,48,24.7,2.86E-04,7.45,28.7015466,3.11,45.8971515,42.2
38.5,63.2,33.6,0,12.7,28.8034686,3.31,45.8331066,88.6
85.7,70.3,40.2,0,33.6,19.3878211,3.53,49.397434,90.5
77.4,42.8,7.68,4.87,12.3,31.1007571,4.13,45.0875908,11.2
51.6,38.4,30.3,0,18.5,17.9576781,2.7,46.3592792,26.9
31.1,60.6,69.4,0,12,16.9497832,4.68,45.5413466,93.3
64.4,72.9,40.1,0,7.57,18.2327056,4.18,56.3862785,54.9
59.2,52.8,58.3,0,30.5,17.12936,6.43,40.3038992,67.1
99.6,37.9,3.51,94.5,9.41,43.1582864,5.59,30.6904707,27.4
87.2,52.1,31.1,1.71E-04,18.4,22.3985634,2.69,30.0575567,20.7
77,66.1,32,0,18.1,19.4897431,2.88,46.9683334,77.9
70.8,53.8,62.5,0.0126,12.8,15.4241895,4.5,38.6872894,71.8
75.4,40.9,34.2,0,35.7,16.6148968,2.52,41.6785617,42.3
78.8,64.3,53.8,0,22.6,25.660066,13.2,50.9546035,59.9
29.2,52.6,85.8,0.1,35.3,16.7362324,4.76,31.6440277,88.6
99,26,20.3,94.4,13.4,22.7188895,3.53,72.6273049,6.4
30.3,38.6,49.2,88.9,23.5,24.6133437,3.8,70.6385651,69.9
37.5,57.5,35.6,8.62E-03,7.7,16.5242995,2.86,40.0477197,64.9
70.8,52.5,36,0.0835,12.6,21.5314178,3.23,34.6139517,50.2
66,47.3,13.8,6.40E-04,10.5,37.0931211,7.06,57.6315955,41.6
78.1,56.6,21.9,0.0154,34.2,30.1316896,5.78,48.4987128,71.8
72.1,46.5,52.8,0,40.8,25.7975798,4.53,50.1082065,94.8
78.4,53.3,17.9,0.0195,13.3,33.3398046,9.58,52.1542937,85.1
82,47,30.8,3.9,11.5,33.124636,3.69,48.3304381,85.7
82.8,71.4,36.7,39.9,11.2,23.7284023,3.28,44.9268507,63.3
86,64,31.4,5.72E-04,7.79,23.7688475,3.8,42.0904582,79.8
22.8,39.8,87.9,0,40.8,15.2009319,5.85,30.2275058,56.4
80,34.2,35.9,0,88.7,22.6849156,3.84,53.6453254,68.5
92.8,67.3,16.2,25.5,9.38,30.8192584,3.92,53.4088198,31
52.5,48.7,35.4,0.0273,9.58,25.3931275,4.17,74.3305636,73.6
59.2,74.2,57.3,0,7.11,23.1168705,5.91,54.0329433,96.8
2.19,65.5,65.1,1.07E-03,20.7,19.4266485,3.23,51.3129199,86.7
53,41.9,80,0,82.6,12.2985828,4.96,44.1227317,57
15.4,73.9,95.6,15.7,2.46,12.364913,6.03,41.866929,89.4
67.5,33.1,55.6,0,35.3,20.1967256,3.72,58.0317713,93.9
75.5,35.1,32.1,6.47E-04,14,23.2560021,4.04,61.492706,31.5
21,47.8,51.7,0.06,52.3,21.6851097,4.47,51.4744972,48.8
88.9,59.3,11.2,0,11.7,29.9553485,3.36,34.6579041,13.2
94.8,41.1,7.15,2.94E-04,15.7,35.4914903,3.25,45.9168254,34.2
48,46.7,38.9,0,8.35,20.133631,3.05,43.2738232,42.2
76.8,78.5,43.2,1.61E-04,15.3,16.4126707,4.4,40.9158835,82.4
74.3,46.5,30,4.23,10.1,29.1512975,3.17,63.6966031,67.2
87.3,74.5,26,0,9.35,22.3791497,3.9,39.68145,66.1
83.9,54.5,52.5,5.26E-04,25.6,23.3255679,8.59,49.9340715,94.7
77.3,45.4,59,0,30.2,19.4606225,3.3,44.4638858,88.6
94.9,42.6,6.39,71.8,10.2,34.2198926,3.56,46.7849892,23.3
89.9,40.6,6.31,1.63E-04,9.76,37.3778554,3.42,32.4745181,33.9
74.4,60.3,46.9,0,26.1,17.907526,2.87,46.3107223,73.9
99.4,38.9,2.88,92.3,7.93,45.0850967,6.03,33.5632809,4.89
98.3,32.9,5.56,17.6,14.5,33.2055264,3.63,52.2844764,12.4
46.1,61.1,40.5,59.6,6,20.091568,8.19,46.3567676,54.3
74.7,57,46.2,0,62.3,16.0502815,3.26,46.8984282,49.8
36.7,61.2,78.8,0,38.2,13.0443927,3.35,54.0660123,96.1
32.3,55.1,53.3,72.2,17.3,18.7859962,2.97,51.2183177,85
81.3,54.2,26.1,0,47.1,22.7188895,3.21,43.7279977,43.8
78.8,48.7,25.8,0.0213,7.76,22.0232317,3.61,40.4550116,51.6
83.4,60.1,44.6,0,15.4,20.6060312,6.04,59.048536,40.4
97.9,41.6,4.65,2.54E-03,9.78,28.1126642,3.97,56.1104251,23.6
86.4,56.3,52.1,0,21.6,23.2640911,31.1,46.3776973,65.3
10.8,60.2,55.3,0,5.12,18.0353329,3.28,54.6658574,97.1
68.7,67.7,53.9,0,12.8,13.6737203,4.08,55.9329413,69.5
87.9,57.6,32.2,59.3,69.4,40.3578593,17.8,35.0346386,80.5
8.65,57.5,82.5,0,19.3,9.808775,3.11,45.6970636,96.3
83.4,58.7,34,0,9.55,18.1178412,2.56,37.8923795,52.6
81.4,41.7,38.4,0,41.2,22.4228305,4.46,44.9151301,35.6
43.4,37.4,59.6,0,9.8,15.3335922,4.16,84.9620126,87.6
81.4,27.6,42.2,0,32.1,18.043422,5.02,26.8934051,43
77.5,40.3,30.1,0.0123,11.5,32.7331263,4.69,61.742188,33.3
69.9,58.8,70.1,0,20.9,18.4058112,4.74,38.9836539,90.6
9.17,64.3,73,0,25.3,14.0280204,3.47,40.4826388,96
82.2,56.5,32.7,3.35E-03,30.6,20.0721543,4.34,47.557295,44.8
53.9,51.7,53.3,1.97E-03,16.4,20.8131107,3.06,52.8386948,76.9
71.2,78.7,72.4,4.46E-04,21,23.2948295,20.2,49.9298855,68.6
27.3,39.3,41.6,0,23.7,21.8630687,3.01,72.6298164,62.5
97.6,36.3,11.5,0,9.92,30.9600078,6.89,56.2690722,23.1
71.9,66.9,54,0,19.4,20.3520352,12.5,48.7444275,94.2
41.5,69.3,59.1,0.0253,13.6,11.4233482,3.17,48.902656,83
72.3,47.7,89.5,0,79.1,13.6575422,5.86,69.9893259,96.3
79.6,63.1,42.4,0.0143,11.8,17.6632369,4.38,52.7959982,58.9
91.2,68.3,31.2,0.0123,9.96,24.9142561,3.71,46.6598296,51.9
48.8,74,49,0,10.3,17.645441,3.8,51.5820758,67.8
66.6,47.6,22.7,0.0397,11.5,25.4950495,3.89,68.724335,65.1
61.4,58.8,72.4,8.92E-03,87.7,13.6575422,3.35,54.9865003,92.4
36.7,48.5,77.9,43.2,18,25.9609785,3.9,55.7663409,48.3
44.8,46.3,36.7,0.111,9.1,26.6534006,4.15,69.2915298,62.2
67.5,55.1,31.6,0,32.1,24.0390215,6.18,65.9369179,87.2
82,73.4,55.2,0,15.7,18.8377661,3.22,51.8181628,96.7
24.9,76.4,37.3,0.492,8.38,14.5408659,5.1,44.6656481,81.1
82.7,47.6,49,0,67,21.3291917,3.7,45.6238096,46.3
30.1,69.5,53,2.00E-04,5.83,16.3738433,4.03,54.2104272,82.5
84.4,59.1,39.8,0.0829,6.13,23.1767294,14.5,37.6123401,54.4
74.3,70.6,30.9,1.54E-04,19.5,21.7546755,3.38,42.0192972,74.6
82.7,59.2,20.7,8.65E-04,25.6,26.7164952,4.06,55.4988593,64.1
78.5,47.5,11.5,0.794,12,29.2758688,3.39,43.4303774,25
44.1,71.2,50.8,1.13E-03,28.6,18.4009577,3.43,51.4878922,79.6
97.4,28.3,0.957,1.48,66.3,41.7265256,4.22,33.1664539,23.7
38.4,56.8,79.3,0,38.8,12.9635022,4.82,52.4812156,64
45.1,53.3,66.8,0,14.9,14.6395522,3.3,39.9497687,88.9
87.5,48.1,20.4,0,59.1,28.0204491,2.61,39.7111702,45
72.5,47,22.2,0,22,22.9146444,4.1,48.7607526,29.1
76.2,53.6,35.1,0,22,15.9160034,2.66,44.6765315,53.2
83.4,57.4,19.1,6.07E-04,11.7,30.0362389,3.53,51.2358986,49
26.8,57,83.3,0,8.84,11.2114153,3.65,57.9857259,96.2
94.3,48.7,24.5,0,11.8,22.5085744,3.39,39.8706545,52.1
46.6,54.3,80.6,0,13.4,14.6298453,3.85,35.6524833,94.3
27.2,45.4,60.1,2.76E-03,92.3,20.5461723,3.41,55.5114171,68.9
15.2,46.2,80.3,0,7.88,16.4514981,5.85,57.6776408,89.6
2.39,60.3,68.9,3.27E-04,33,20.2889407,3.04,41.4776366,76.1
96.5,67.7,9.42,82.6,11.9,36.4476153,5.44,51.8700684,41.9
51.4,64.8,44.2,3.04E-04,10.2,23.5083802,3,39.6031729,65.8
77.1,40,27.8,0,89.7,22.5376949,19.3,32.356056,38.7
81.6,57.1,20.7,0,12.1,23.1087815,4.42,36.1644237,64.9
62.4,69.1,62.7,1.94E-04,67,19.5059212,5.13,50.7114004,95.4
47.3,62.9,54.5,5.08E-03,8.54,21.4812658,3.48,67.9955629,73.5
87.8,59.6,36.6,0.263,23,27.090209,3.25,60.9962536,85.3
82.7,50.1,26.7,0,24,19.8569857,4.93,57.2870927,55
68.9,62.6,30.7,0.663,8.43,26.6242801,8.36,72.6896754,62
85.7,55.6,26.9,92.1,11.7,31.7575875,4.85,38.255719,66.9
88.4,52.3,17.7,0,27.6,23.0100951,3.95,58.6517089,23.6
47.1,65.6,61,0,27.5,13.5345888,3.14,57.1732351,54.6
93.2,48.2,32.6,0,11,20.1837831,3.82,48.6887545,47.9
79.3,32.7,43.4,0,9.42,14.2674562,3.18,74.735344,34.3
99.4,31,15.6,87.9,8.94,39.2674562,4.11,36.8036167,37.8
84.6,31.9,36.4,0,36,20.1514269,3.17,46.0788212,39
86.7,58,42.1,0,20.5,17.7522164,3.15,48.0231901,34.7
68.8,56.5,39.8,0.557,13.8,18.2359412,3.43,40.2641328,59.3
73.6,41,25.7,28.1,10.6,31.4388792,3.63,38.3080433,20.9
86,61.2,30.6,70.5,13.7,23.307772,3.02,49.2731116,37.6
89.2,45.4,27.5,0.117,9.68,26.0968744,4.59,62.6145378,41.4
57.1,41.3,46.1,0,10.5,19.6272568,4.64,44.743088,77.3
75.4,35.3,66,0,7.93,12.8017213,3.4,41.9757634,55.9
98.5,42.2,14.8,96.4,11.6,27.8133696,4.29,52.4640532,8.57
81.2,73.2,39.3,0,12.5,21.0509286,4.6,51.5992382,73.1
29,36.7,70.7,3.17E-03,50.5,18.1259302,4.6,53.4544465,52.5
41.4,7.45,7.73,88.4,11.9,36.3602537,4.49,33.4310053,3.83
58.8,27.6,30.1,0,7.65,25.4707824,3.11,45.6761339,27.8
96.9,53.9,29.7,83.3,6.86,20.2161393,7.15,71.6310513,60.9
90.1,48.9,38.1,0,15.6,25.3898919,4.28,73.050922,79.6
58.5,33,58.1,0,17.8,14.5327768,5.45,30.2023902,48.5
69.6,71.8,28.2,0.194,8.38,19.8877241,2.75,40.9661148,57.2
61,36.7,41.5,0,8.04,17.2604025,4.3,75.6424371,40.2
73.9,25.7,37.8,6.12E-03,12,18.4786126,3.29,34.1325687,38.5
93,66.5,9.89,84.3,11,33.8833883,4.58,34.9965466,59.1
74.9,42.2,63.2,1.25E-04,59.4,14.4518864,7.79,56.390883,81
87.1,45.5,15.2,0,58.7,24.2153627,5.4,48.2743465,54.2
65.2,63.1,43.2,0.0396,10.5,21.5006795,4.34,53.6516043,87.1
92,35,25.2,3.27E-04,25.5,22.4163593,4.86,70.5803805,25.8
81.3,52.4,44.7,0,10.9,15.6005306,2.79,46.2274221,49.2
92,42.3,29.5,0.0848,12.8,18.6824565,3,43.2148015,39.4
66.5,50.9,52.6,0,67.5,18.9898402,8.52,46.0319387,38.3
22,62.9,55.1,0,4.32,16.3285446,2.56,47.3659976,68.5
38,37.4,99.1,0.0719,9.29,4.7126772,8.13,39.8103769,51
88.2,21.3,21.3,3.16E-03,6.33,22.1769236,3.45,86.6418301,51.9
59.7,68.1,25.7,0,16.1,27.7615997,6.95,48.5012244,56.6
67.3,43.2,60.5,0,12.9,14.1606808,3.06,45.7217606,64.7
14.4,32.7,92,84,77.4,11.3812852,6.11,70.3120618,43.9
42.3,66.6,90.1,0,7.16,8.8477965,10.1,47.7502669,53.2
94.1,41.2,24.4,4.78E-03,15.6,21.6624604,4.33,40.9615103,25
72.3,33.1,27.7,0.263,18.1,20.7839902,2.95,47.2090249,36.6
